,Max,Avg,Min,Max.1,Avg.1,Min.1,Max.2,Avg.2,Min.2,Max.3,Avg.3,Min.3,Max.4,Avg.4,Min.4,Total,THISVI
2016-08-28,86,78.8,75,57,53.5,50,50,41.5,33,25,25,25,29.7,29.7,29.6,0.0,8896287.0
2016-08-29,86,79.3,72,66,55.9,50,73,45.1,32,15,15,15,29.7,29.6,29.6,0.0,11661639.0
2016-08-30,88,78.3,63,64,57.6,54,77,51.2,31,17,17,17,29.7,29.6,29.6,0.0,14805582.0
2016-08-31,90,81.2,72,63,58.1,54,64,46.9,31,24,24,24,29.7,29.7,29.6,0.0,10791995.0
2016-09-01,84,79.9,75,61,56.0,48,61,44.6,30,24,24,24,29.8,29.7,29.7,0.0,13629400.0
2016-09-02,84,77.4,72,55,51.3,43,57,40.8,26,29,29,29,29.7,29.6,29.6,0.0,8872131.0
2016-09-03,82,77.2,73,59,52.8,45,61,43.9,30,30,30,30,29.6,29.6,29.6,0.0,
2016-09-04,84,77.6,72,59,48.3,39,57,36.6,21,26,26,26,29.7,29.6,29.6,0.0,9683994.0
2016-09-05,86,76.3,64,61,51.4,45,61,43.0,23,12,12,12,29.7,29.6,29.6,0.0,9303909.0
2016-09-06,86,75.3,68,68,61.2,54,83,62.4,37,20,20,20,29.6,29.5,29.5,0.0,8543819.0
2016-09-07,86,75.2,70,68,66.0,59,94,74.9,40,12,12,12,29.6,29.6,29.6,0.0,9276854.0
2016-09-08,82,74.2,64,68,64.4,61,94,73.0,48,23,23,23,29.6,29.6,29.5,0.0,
2016-09-09,86,76.0,68,68,63.5,57,88,67.7,37,12,12,12,29.5,29.5,29.5,0.0,9230061.0
2016-09-10,84,74.7,64,70,64.9,61,88,72.5,48,13,13,13,29.6,29.5,29.5,0.0,9243439.0
2016-09-11,84,74.6,66,68,64.4,61,88,71.3,48,14,14,14,29.7,29.6,29.6,0.0,9062875.0
2016-09-12,84,74.3,64,64,60.1,55,88,62.7,45,29,29,29,29.7,29.6,29.6,0.0,9297764.0
2016-09-13,82,75.5,68,61,54.7,48,68,49.4,36,25,25,25,29.6,29.6,29.6,0.0,8333992.0
2016-09-14,86,76.1,64,55,50.7,48,64,42.0,28,17,17,17,29.6,29.6,29.6,0.0,10217420.0
2016-09-15,88,75.0,61,54,51.7,48,72,46.4,25,17,17,17,29.7,29.6,29.6,0.0,12559636.0
2016-09-16,84,74.9,63,61,53.2,48,68,47.7,32,16,16,16,29.7,29.7,29.7,0.0,11610301.0
2016-09-17,90,74.9,59,64,57.0,54,82,56.4,29,15,15,15,29.7,29.7,29.6,0.0,11730175.0
2016-09-18,95,81.8,73,66,59.6,52,69,49.1,23,17,17,17,29.6,29.6,29.5,0.0,9838168.0
2016-09-19,88,78.1,70,70,60.7,54,78,56.3,35,18,18,18,29.5,29.5,29.4,0.0,15915602.0
2016-09-20,84,76.8,68,61,54.7,46,68,48.4,28,18,18,18,29.5,29.4,29.4,0.0,11092518.0
2016-09-21,81,71.0,63,64,56.8,52,88,61.5,39,16,16,16,29.6,29.6,29.5,0.0,14647862.0
2016-09-22,73,67.0,61,63,59.5,55,94,77.5,60,20,20,20,29.8,29.6,29.6,0.0,13851513.0
2016-09-23,73,68.1,64,57,52.0,48,77,56.9,43,18,18,18,29.9,29.9,29.8,0.0,11565182.0
2016-09-24,75,67.0,59,52,45.8,39,68,48.1,31,24,24,24,29.9,29.9,29.8,0.0,
2016-09-25,75,67.4,59,50,44.9,39,67,45.4,29,22,22,22,29.8,29.7,29.7,0.0,14232.0
2016-09-26,77,66.9,55,50,46.3,41,59,48.1,36,22,22,22,29.8,29.7,29.7,0.0,13258952.0
2016-09-27,75,67.6,61,54,49.8,45,72,53.6,38,22,22,22,29.9,29.8,29.8,0.0,11132581.0
2016-09-28,75,68.0,63,50,45.5,37,63,45.6,27,22,22,22,30.0,30.0,29.9,0.0,11553475.0
2016-09-29,77,68.5,55,55,48.3,41,72,49.1,34,18,18,18,30.0,29.9,29.8,0.0,8982965.0
2016-09-30,79,65.6,50,54,47.9,45,82,56.8,32,15,15,15,29.9,29.8,29.8,0.0,11245604.0
2016-10-01,81,67.2,52,54,47.6,43,82,53.8,28,10,10,10,29.8,29.7,29.7,0.0,9119840.0
2016-10-02,82,68.4,54,57,51.2,43,82,57.6,25,7,7,7,29.7,29.7,29.7,0.0,10360319.0
2016-10-03,84,73.0,61,66,58.0,52,88,61.9,37,13,13,13,29.7,29.7,29.6,0.0,14999172.0
2016-10-04,84,73.0,61,64,59.8,54,94,65.7,37,12,12,12,29.7,29.6,29.5,0.0,10631415.0
2016-10-05,77,71.0,63,57,53.2,48,68,54.0,41,14,14,14,29.6,29.6,29.5,0.0,13717723.0
2016-10-06,77,68.4,59,57,53.6,48,82,60.3,38,10,10,10,29.7,29.6,29.6,0.0,10518561.0
2016-10-07,77,67.4,54,61,55.7,48,88,67.8,44,44,44,44,29.7,29.6,29.6,0.0,9808848.0
2016-10-08,82,71.9,64,63,57.3,48,83,63.1,30,15,15,15,29.7,29.6,29.5,0.0,4.0
2016-10-09,75,67.8,59,61,57.9,55,94,72.3,50,9,9,9,29.8,29.8,29.7,0.0,8352453.0
2016-10-10,75,66.8,57,61,58.6,55,94,76.3,57,12,12,12,29.8,29.7,29.6,0.0,12745226.0
2016-10-11,75,67.2,59,64,61.0,57,94,81.5,57,12,12,12,29.6,29.5,29.4,0.0,9672714.0
2016-10-12,82,72.6,64,64,57.4,50,94,61.4,37,25,25,25,29.6,29.5,29.4,0.0,430420.0
2016-10-13,75,66.2,54,55,48.8,41,88,54.7,35,15,15,15,29.8,29.7,29.6,0.0,13309667.0
2016-10-14,73,63.4,48,54,50.1,46,94,64.7,43,20,20,20,29.9,29.8,29.8,0.0,10251979.0
2016-10-15,70,65.3,63,55,53.5,48,77,65.4,56,22,22,22,29.9,29.9,29.8,0.0,9778960.0
2016-10-16,73,65.9,57,59,56.1,52,88,71.9,57,22,22,22,29.8,29.8,29.7,0.0,10827599.0
2016-10-17,72,66.6,63,59,54.2,46,83,65.1,53,33,33,33,29.9,29.8,29.8,0.0,
2016-10-18,64,60.8,59,45,42.3,37,59,50.6,42,32,32,32,29.9,29.9,29.9,0.0,9369030.0
2016-10-19,66,60.8,55,48,44.3,41,72,55.0,45,16,16,16,29.9,29.8,29.8,0.0,14228586.0
2016-10-20,68,62.0,57,50,48.1,46,72,61.0,49,18,18,18,29.8,29.8,29.8,0.0,17463864.0
2016-10-21,70,63.3,52,54,51.0,46,82,64.8,49,8,8,8,29.8,29.7,29.7,0.0,13691501.0
2016-10-22,72,64.3,59,63,57.1,54,94,78.0,64,15,15,15,29.8,29.7,29.7,0.0,15765664.0
2016-10-23,73,65.2,59,61,58.4,55,94,80.2,57,13,13,13,29.8,29.8,29.7,0.0,9848867.0
2016-10-24,73,66.1,61,59,54.8,50,94,68.4,47,26,26,26,29.9,29.9,29.8,0.0,13559968.0
2016-10-25,68,63.7,61,54,50.6,46,77,63.1,49,30,30,30,30.0,29.9,29.9,0.0,11619447.0
2016-10-26,68,62.5,59,55,52.3,48,77,69.3,56,22,22,22,29.9,29.8,29.7,0.0,3225.0
2016-10-27,68,63.0,61,54,52.4,50,77,68.2,56,25,25,25,29.8,29.8,29.7,0.0,10613838.0
2016-10-28,61,58.8,57,52,48.2,46,77,68.3,63,26,26,26,30.0,29.9,29.8,0.0,11285635.0
2016-10-29,63,58.6,52,48,46.3,45,82,64.6,52,24,24,24,30.0,29.9,29.8,0.0,8730992.0
2016-10-30,66,58.6,48,48,46.4,43,94,66.3,45,10,10,10,29.8,29.8,29.8,0.0,13578479.0
2016-10-31,63,58.3,54,48,42.6,37,72,56.3,45,20,20,20,29.9,29.8,29.7,0.0,11783890.0
2016-11-01,64,56.1,52,41,36.7,25,67,50.3,24,13,13,13,29.9,29.9,29.8,0.0,14960215.0
2016-11-02,64,55.6,45,48,40.8,36,76,59.2,39,14,14,14,29.9,29.9,29.8,0.0,11078293.0
2016-11-03,72,61.3,50,54,49.5,45,82,66.9,43,13,13,13,29.8,29.8,29.7,0.0,13311381.0
2016-11-04,73,62.1,52,55,51.4,46,88,69.3,43,13,13,13,29.8,29.8,29.8,0.0,13273378.0
2016-11-05,70,60.0,48,59,53.3,46,100,80.4,64,9,9,9,29.8,29.8,29.8,0.0,11127039.0
2016-11-06,72,62.4,50,57,53.2,50,100,73.6,46,16,16,16,29.8,29.7,29.7,0.0,9695205.0
2016-11-07,72,67.7,59,63,58.7,52,83,73.3,64,23,23,23,29.7,29.7,29.6,0.0,10602141.0
2016-11-08,77,72.8,70,61,58.7,57,68,61.5,50,22,22,22,29.6,29.6,29.6,0.0,12456179.0
2016-11-09,77,68.4,57,61,55.6,48,88,64.3,47,36,36,36,29.6,29.4,29.3,0.0,16867755.0
2016-11-10,70,63.1,57,52,47.0,43,72,56.5,40,17,17,17,29.7,29.6,29.5,0.0,12046850.0
2016-11-11,72,62.6,55,52,47.8,43,82,61.0,35,14,14,14,29.8,29.8,29.7,0.0,10935416.0
2016-11-12,72,61.7,50,59,51.6,45,88,70.2,49,21,21,21,29.8,29.7,29.7,0.0,
2016-11-13,68,62.7,50,54,39.8,30,68,44.7,24,16,16,16,29.8,29.7,29.6,0.0,10689753.0
2016-11-14,64,54.8,46,48,42.6,37,81,64.2,48,16,16,16,29.9,29.9,29.8,0.0,10970089.0
2016-11-15,59,54.7,52,46,43.2,41,82,65.7,55,20,20,20,30.0,30.0,29.9,0.0,10985637.0
2016-11-16,55,51.0,45,43,41.4,39,81,70.0,58,15,15,15,30.0,29.9,29.9,0.0,15000961.0
2016-11-17,57,50.3,39,43,40.1,36,87,69.1,51,14,14,14,29.9,29.9,29.9,0.0,12399929.0
2016-11-18,61,52.2,41,45,42.8,37,93,71.2,52,15,15,15,30.0,29.9,29.9,0.0,8255164.0
2016-11-19,63,52.8,43,48,43.7,39,93,73.1,52,13,13,13,29.9,29.9,29.8,0.0,20157.0
2016-11-20,64,53.0,39,50,44.1,37,93,73.8,49,15,15,15,29.9,29.8,29.8,0.0,14885.0
2016-11-21,61,56.9,54,48,45.5,43,77,66.2,55,21,21,21,29.9,29.9,29.8,0.0,
2016-11-22,61,57.0,54,46,44.8,43,77,63.2,52,23,23,23,29.9,29.9,29.9,0.0,2.0
2016-11-23,61,55.9,54,45,42.5,41,72,61.2,48,21,21,21,30.0,30.0,29.9,0.0,
2016-11-24,61,55.1,45,46,41.9,39,87,61.7,48,15,15,15,30.0,29.9,29.9,0.0,5.0
2016-11-25,63,53.6,43,48,45.1,39,93,73.9,52,7,7,7,29.9,29.8,29.8,0.0,3.0
2016-11-26,63,57.9,52,54,50.1,45,82,75.8,68,7,7,7,29.8,29.8,29.8,0.0,11192.0
2016-11-27,66,60.2,55,59,55.6,52,94,85.2,73,16,16,16,29.8,29.7,29.6,0.0,2389.0
2016-11-28,64,59.6,55,57,54.5,52,94,83.0,77,20,20,20,29.6,29.5,29.4,0.0,298.0
2016-11-29,55,52.3,48,55,46.4,39,100,81.5,66,18,18,18,29.6,29.5,29.4,0.0,79052.0
2016-11-30,48,45.9,43,41,37.2,30,81,71.7,57,35,35,35,29.8,29.7,29.6,0.0,9316974.0
2016-12-01,48,45.2,43,34,28.5,21,70,52.9,34,23,23,23,29.8,29.8,29.7,0.0,12310998.0
2016-12-02,61,51.0,34,43,34.2,28,81,54.2,36,24,24,24,29.7,29.6,29.6,0.0,12240789.0
2016-12-03,61,53.1,43,48,43.3,39,88,70.7,52,16,16,16,29.9,29.8,29.6,0.0,9350177.0
2016-12-04,57,54.4,52,48,43.9,39,88,69.7,51,17,17,17,30.0,29.9,29.9,0.0,10275362.0
2016-12-05,55,51.7,48,43,36.4,32,71,56.3,41,29,29,29,30.1,30.1,30.0,0.0,15904329.0
2016-12-06,55,49.3,41,43,37.4,32,76,63.6,51,13,13,13,30.1,30.0,30.0,0.0,10997337.0
2016-12-07,57,52.8,48,48,41.6,34,87,67.2,41,26,26,26,30.2,30.1,30.0,0.0,12543207.0
2016-12-08,52,47.5,41,39,32.9,30,66,57.1,50,28,28,28,30.3,30.3,30.2,0.0,15382321.0
2016-12-09,57,42.8,30,43,34.8,27,93,75.0,51,9,9,9,30.2,30.1,30.0,0.0,12502502.0
2016-12-10,63,48.0,37,46,36.3,28,87,67.2,31,5,5,5,30.0,29.9,29.9,0.0,10762014.0
2016-12-11,64,49.3,37,48,41.2,34,93,75.0,42,13,13,13,29.9,29.8,29.7,0.0,11398185.0
2016-12-12,64,55.9,45,48,42.0,37,93,62.3,37,14,14,14,29.7,29.6,29.5,0.0,16290475.0
2016-12-13,55,51.1,43,45,32.1,18,81,50.2,30,25,25,25,30.0,29.7,29.6,0.0,11459595.0
2016-12-14,46,40.6,34,30,24.9,21,70,54.1,43,29,29,29,30.1,30.0,30.0,0.0,3457.0
2016-12-15,54,40.9,28,37,31.1,25,86,69.8,38,12,12,12,29.9,29.9,29.8,0.0,10.0
2016-12-16,50,46.3,45,41,34.5,28,81,63.3,50,24,24,24,30.1,30.0,29.9,0.0,3.0
2016-12-17,46,43.8,41,32,27.5,21,61,53.9,37,26,26,26,30.2,30.2,30.1,0.0,
2016-12-18,52,42.9,32,30,25.9,21,75,51.6,38,13,13,13,30.2,30.1,30.1,0.0,6377.0
2016-12-19,52,44.0,30,36,31.4,25,81,62.3,47,16,16,16,30.2,30.1,30.1,0.0,26042.0
2016-12-20,55,42.9,32,39,34.7,28,93,74.5,51,7,7,7,30.1,30.0,29.9,0.0,6044549.0
2016-12-21,48,44.8,37,39,32.1,27,87,61.7,46,23,23,23,30.0,30.0,29.9,0.0,11112192.0
2016-12-22,45,42.8,41,36,29.9,27,81,61.4,53,26,26,26,30.0,29.9,29.9,0.0,11934871.0
2016-12-23,45,44.0,41,39,35.0,30,81,71.3,57,20,20,20,29.9,29.9,29.9,0.0,7072382.0
2016-12-24,52,47.7,45,37,31.8,27,71,54.5,43,28,28,28,29.9,29.9,29.9,0.0,12700935.0
2016-12-25,57,47.6,37,37,31.4,27,81,55.5,33,13,13,13,29.9,29.8,29.8,0.0,10701064.0
2016-12-26,57,50.7,45,41,35.2,30,81,56.8,36,16,16,16,29.9,29.9,29.8,0.0,15631034.0
2016-12-27,55,50.1,46,45,40.4,36,81,69.2,58,9,9,9,29.9,29.9,29.9,0.0,12891031.0
2016-12-28,48,44.5,43,43,35.3,25,82,70.8,49,20,20,20,29.9,29.8,29.6,0.0,13693783.0
2016-12-29,43,40.4,34,34,30.0,23,93,68.0,46,44,44,44,29.9,29.7,29.6,0.0,15628756.0
2016-12-30,43,38.7,34,32,28.9,27,81,69.0,53,32,32,32,30.0,29.9,29.9,0.0,17020304.0
2016-12-31,43,39.0,34,30,25.5,21,87,59.0,49,16,16,16,30.0,29.9,29.9,0.0,16844308.0
2017-01-01,48,42.4,34,34,31.2,27,87,65.0,53,13,13,13,29.9,29.9,29.9,0.0,11024155.0
2017-01-02,55,41.8,30,39,32.5,25,93,71.2,44,8,8,8,29.9,29.8,29.8,0.0,17424005.0
2017-01-03,59,49.1,41,39,36.1,32,81,62.2,36,10,10,10,29.8,29.8,29.8,0.0,13349965.0
2017-01-04,61,49.6,39,46,40.6,34,82,72.1,45,15,15,15,29.8,29.7,29.5,0.0,12044329.0
2017-01-05,63,55.0,45,50,45.3,39,94,70.9,52,28,28,28,29.5,29.4,29.3,0.0,11163678.0
2017-01-06,57,51.0,41,50,40.9,30,82,69.1,44,33,33,33,29.4,29.3,29.2,0.0,45595.0
2017-01-07,39,36.2,34,32,23.8,21,81,61.2,52,22,22,22,29.6,29.5,29.4,0.0,17779359.0
2017-01-08,37,32.8,28,23,19.8,18,75,59.6,45,18,18,18,29.6,29.6,29.6,0.0,18700275.0
2017-01-09,37,31.0,25,27,19.1,14,86,63.6,38,18,18,18,29.6,29.6,29.6,0.0,17251802.0
2017-01-10,41,36.7,30,30,25.9,23,93,66.3,49,16,16,16,29.6,29.5,29.4,0.0,13632550.0
2017-01-11,55,44.9,32,46,36.7,23,87,73.2,56,32,32,32,29.7,29.7,29.6,0.0,12051053.0
2017-01-12,55,49.2,36,48,33.9,21,87,58.7,26,18,18,18,29.9,29.8,29.7,0.0,12436214.0
2017-01-13,55,42.7,30,39,33.6,27,93,72.8,47,13,13,13,29.9,29.8,29.6,0.0,12764997.0
2017-01-14,63,52.8,45,50,43.8,39,82,71.6,52,24,24,24,29.6,29.5,29.4,0.0,
