,Max,Avg,Min,Max.1,Avg.1,Min.1,Max.2,Avg.2,Min.2,Max.3,Avg.3,Min.3,Max.4,Avg.4,Min.4,Total,MOTOR OIL
2017-12-06,52,46.6,39,34,28.2,25,66,49.7,37,18,18,18,30.1,30.0,29.9,0.0,9410527.0
2017-12-07,61,47.5,32,41,33.5,28,87,60.0,36,7,7,7,30.1,30.0,30.0,0.0,9417289.0
2017-12-08,63,49.3,37,46,39.7,32,87,70.3,48,10,10,10,30.0,29.9,29.8,0.0,9432608.0
2017-12-09,63,55.4,46,45,42.4,39,82,62.3,45,20,20,20,29.8,29.7,29.6,0.0,9332618.0
2017-12-10,63,58.3,46,50,39.2,32,68,50.4,32,22,22,22,29.8,29.7,29.5,0.0,9508582.0
2017-12-11,61,48.6,37,43,36.9,32,87,65.9,36,15,15,15,29.9,29.9,29.8,0.0,9382830.0
2017-12-12,66,53.1,41,48,43.6,37,87,72.3,46,12,12,12,29.9,29.9,29.8,0.0,9390566.0
2017-12-13,68,58.6,50,52,45.6,43,87,64.0,40,14,14,14,29.9,29.8,29.7,0.0,10084812.0
2017-12-14,68,60.8,54,46,43.5,41,67,53.2,43,23,23,23,29.7,29.7,29.6,0.0,10161497.0
2017-12-15,64,57.1,50,46,43.3,39,82,60.4,45,14,14,14,29.7,29.7,29.6,0.0,10347110.0
2017-12-16,66,59.9,50,55,52.2,43,88,75.5,64,29,29,29,29.6,29.6,29.5,0.0,9728592.0
2017-12-17,68,61.6,54,57,49.0,36,88,64.3,48,21,21,21,29.6,29.5,29.4,0.0,9406314.0
2017-12-18,59,52.5,46,45,39.0,34,76,60.7,44,12,12,12,29.7,29.6,29.6,0.0,9213430.0
2017-12-19,52,45.3,34,39,35.3,32,93,69.0,47,12,12,12,30.0,29.9,29.7,0.0,9553875.0
2017-12-20,50,46.4,43,34,32.9,30,70,59.1,50,17,17,17,30.0,30.0,30.0,0.0,9226219.0
2017-12-21,48,45.6,45,37,36.2,34,76,69.8,62,22,22,22,30.0,29.9,29.9,0.0,9308399.0
2017-12-22,45,43.0,41,39,36.1,32,87,77.4,66,28,28,28,29.9,29.7,29.6,0.0,9407928.0
2017-12-23,48,44.7,41,36,32.1,27,76,61.9,46,20,20,20,29.8,29.7,29.6,0.0,9729256.0
2017-12-24,54,44.6,39,36,33.7,32,87,66.7,47,15,15,15,29.9,29.9,29.8,0.0,9276901.0
2017-12-25,61,47.8,36,45,38.3,28,87,71.0,48,7,7,7,30.0,30.0,29.9,0.0,9756460.0
2017-12-26,61,48.7,37,48,41.1,34,93,76.0,52,10,10,10,30.0,29.9,29.8,0.0,9496202.0
2017-12-27,61,52.4,41,50,45.0,37,87,77.3,55,15,15,15,29.8,29.7,29.6,0.0,9577793.0
2017-12-28,61,56.9,52,52,48.0,45,88,72.5,63,25,25,25,29.6,29.5,29.4,0.0,9769817.0
2017-12-29,61,54.5,50,50,45.3,41,88,71.9,48,20,20,20,29.5,29.4,29.4,0.0,9404370.0
2017-12-30,59,50.8,45,45,38.4,32,93,64.3,36,10,10,10,29.7,29.5,29.4,0.0,9411031.0
2017-12-31,57,48.7,37,36,32.0,28,75,54.0,33,12,12,12,29.8,29.8,29.7,0.0,9502319.0
2018-01-01,64,48.8,32,43,35.4,28,87,62.9,26,13,13,13,29.8,29.7,29.6,0.0,9371999.0
2018-01-02,63,55.5,46,45,43.1,39,76,63.8,45,14,14,14,29.6,29.5,29.4,0.0,9665608.0
2018-01-03,57,50.1,41,45,39.9,34,93,69.3,41,18,18,18,29.5,29.4,29.4,0.0,9562659.0
2018-01-04,54,48.2,45,43,39.1,36,82,71.2,58,20,20,20,29.5,29.4,29.3,0.0,9510077.0
2018-01-05,59,49.9,37,39,33.1,28,87,54.3,36,18,18,18,29.7,29.6,29.5,0.0,9705888.0
2018-01-06,61,46.8,36,48,40.4,32,93,79.3,55,7,7,7,29.9,29.8,29.7,0.0,9500054.0
2018-01-07,63,53.2,45,54,47.7,41,88,81.9,63,14,14,14,30.1,30.0,29.9,0.0,9568964.0
2018-01-08,61,54.5,48,54,51.0,45,100,87.5,77,5,5,5,30.1,30.1,30.1,0.0,9486551.0
2018-01-09,61,53.9,46,50,48.2,45,100,81.8,59,14,14,14,30.1,30.1,30.0,0.0,9309333.0
2018-01-10,55,53.4,50,46,45.8,45,87,77.1,67,9,9,9,30.0,29.8,29.6,0.0,9545755.0
2018-01-11,59,52.5,45,52,48.2,43,100,86.2,67,7,7,7,29.6,29.5,29.5,0.0,9377350.0
2018-01-12,59,52.8,46,52,47.8,45,100,84.8,63,7,7,7,29.7,29.6,29.6,0.0,9573802.0
2018-01-13,55,50.9,46,50,46.4,45,94,84.8,67,16,16,16,29.7,29.6,29.5,0.0,9416392.0
2018-01-14,50,46.7,43,46,38.7,34,93,73.7,62,24,24,24,30.0,29.8,29.6,0.0,9138730.0
2018-01-15,54,47.0,37,45,38.3,34,87,72.6,58,12,12,12,30.1,30.0,29.9,0.0,9620909.0
2018-01-16,61,54.6,48,48,44.4,41,88,70.4,48,13,13,13,29.9,29.8,29.6,0.0,9697769.0
2018-01-17,63,56.5,50,48,44.8,41,77,65.4,55,20,20,20,29.6,29.4,29.1,0.0,9571083.0
2018-01-18,61,51.9,45,45,26.4,12,67,38.5,22,38,38,38,29.7,29.4,29.1,0.0,10077263.0
2018-01-19,59,49.6,39,36,25.0,12,66,39.5,24,16,16,16,29.7,29.7,29.7,0.0,9558964.0
2018-01-20,61,55.0,45,50,45.0,34,82,69.1,52,20,20,20,29.7,29.6,29.6,0.0,9485791.0
2018-01-21,63,57.3,54,48,46.9,43,77,69.2,48,17,17,17,29.6,29.4,29.2,0.0,9526639.0
2018-01-22,54,49.3,46,46,36.8,28,87,63.3,44,23,23,23,29.5,29.3,29.1,0.0,9602675.0
2018-01-23,50,46.2,45,37,33.7,30,76,61.8,53,17,17,17,29.8,29.7,29.5,0.0,9411474.0
2018-01-24,45,44.1,41,37,27.5,18,81,53.5,39,29,29,29,30.1,29.9,29.8,0.0,9645062.0
2018-01-25,48,42.7,41,27,24.8,21,57,49.2,43,24,24,24,30.1,30.0,30.0,0.0,9481963.0
2018-01-26,48,44.1,41,32,29.0,25,70,55.9,49,22,22,22,30.0,29.9,29.9,0.0,9524064.0
2018-01-27,52,46.4,43,39,34.4,30,76,63.6,54,20,20,20,30.1,30.1,30.0,0.0,9484340.0
2018-01-28,55,48.5,41,43,38.1,34,81,67.6,58,20,20,20,30.1,30.1,30.1,0.0,9593943.0
2018-01-29,59,45.7,32,41,36.5,30,93,71.8,44,8,8,8,30.1,30.1,30.0,0.0,9599752.0
2018-01-30,63,48.4,34,46,39.5,32,93,73.3,48,8,8,8,30.0,29.9,29.8,0.0,9508413.0
2018-01-31,61,49.4,37,45,39.7,34,87,70.5,45,9,9,9,29.9,29.9,29.9,0.0,10041114.0
2018-02-01,61,49.3,39,48,43.2,37,100,81.0,55,13,13,13,29.8,29.8,29.7,0.0,10292516.0
2018-02-02,59,54.0,46,52,47.7,43,93,78.9,67,24,24,24,29.8,29.8,29.8,0.0,9402691.0
2018-02-03,61,57.6,52,52,48.6,46,88,72.7,59,26,26,26,29.8,29.7,29.6,0.0,9606892.0
2018-02-04,64,58.9,52,52,49.4,45,82,70.8,59,28,28,28,29.6,29.6,29.5,0.0,9084478.0
2018-02-05,59,53.2,46,45,41.7,39,87,65.6,51,22,22,22,29.8,29.7,29.6,0.0,9574336.0
2018-02-06,57,49.1,43,41,38.3,36,87,67.1,48,12,12,12,29.8,29.8,29.8,0.0,9638426.0
2018-02-07,59,51.6,41,50,43.4,36,87,74.2,63,5,5,5,29.8,29.7,29.6,0.0,9595414.0
2018-02-08,64,58.7,54,54,42.5,34,88,57.9,32,16,16,16,29.6,29.6,29.6,0.0,10979186.0
2018-02-09,61,55.8,52,45,42.6,39,76,61.6,48,13,13,13,29.7,29.6,29.6,0.0,11499159.0
2018-02-10,57,53.1,50,54,48.4,45,94,84.9,72,17,17,17,29.6,29.3,29.1,0.0,9785740.0
2018-02-11,61,56.2,52,48,42.6,32,77,61.1,44,20,20,20,29.5,29.3,29.1,0.0,9099697.0
2018-02-12,57,51.3,45,41,36.4,32,81,57.5,41,18,18,18,29.6,29.5,29.5,0.0,9226091.0
2018-02-13,57,51.1,41,48,39.6,34,82,65.8,44,17,17,17,29.7,29.6,29.5,0.0,8975482.0
2018-02-14,59,52.9,46,48,39.1,32,82,60.4,44,17,17,17,29.6,29.5,29.4,0.0,8794528.0
2018-02-15,54,46.9,37,48,41.1,32,93,80.6,54,12,12,12,29.6,29.5,29.4,0.0,8844089.0
2018-02-16,54,48.8,41,45,40.9,37,87,74.1,66,21,21,21,29.8,29.7,29.6,0.0,9427588.0
2018-02-17,57,51.8,46,46,40.8,37,81,66.3,58,21,21,21,29.9,29.9,29.8,0.0,9566037.0
2018-02-18,57,48.6,37,45,40.7,36,93,74.5,54,13,13,13,29.8,29.8,29.7,0.0,8864756.0
2018-02-19,55,50.3,45,45,42.8,41,93,75.4,63,15,15,15,29.7,29.6,29.6,0.0,8256027.0
2018-02-20,52,49.3,46,45,43.4,41,87,79.2,71,14,14,14,29.6,29.6,29.5,0.0,8600814.0
2018-02-21,59,52.2,46,48,46.7,45,100,82.0,67,7,7,7,29.5,29.4,29.4,0.0,8480724.0
2018-02-22,61,53.7,46,52,47.1,45,94,80.2,55,14,14,14,29.5,29.4,29.4,0.0,7663434.0
2018-02-23,61,52.8,45,50,47.0,45,100,81.5,63,18,18,18,29.6,29.5,29.5,0.0,8462959.0
2018-02-24,63,53.6,48,48,44.0,37,88,72.2,42,16,16,16,29.5,29.4,29.3,0.0,8184915.0
2018-02-25,52,49.4,46,46,43.0,41,93,78.3,67,15,15,15,29.5,29.5,29.4,0.0,9077679.0
2018-02-26,59,52.6,46,46,42.2,36,87,69.0,51,16,16,16,29.4,29.2,29.1,0.0,9669587.0
2018-02-27,61,51.9,41,46,40.6,34,93,68.5,39,20,20,20,29.4,29.4,29.3,0.0,9501573.0
2018-02-28,61,55.0,43,50,37.1,21,82,53.9,26,32,32,32,29.7,29.5,29.3,0.0,9705921.0
2018-03-01,54,47.3,37,43,35.2,30,81,63.4,51,13,13,13,29.8,29.8,29.7,0.0,10081405.0
2018-03-02,61,55.7,50,52,48.2,43,82,76.0,67,18,18,18,29.7,29.5,29.4,0.0,9551108.0
2018-03-03,70,60.8,55,54,47.1,39,88,63.5,33,13,13,13,29.4,29.4,29.3,0.0,9883943.0
2018-03-04,66,60.4,52,52,47.0,43,77,62.0,46,15,15,15,29.4,29.3,29.3,0.0,9861073.0
2018-03-05,64,58.4,50,57,53.0,48,100,83.1,68,17,17,17,29.4,29.3,29.2,0.0,9890133.0
2018-03-06,68,60.7,55,54,49.9,46,88,68.5,46,21,21,21,29.4,29.3,29.2,0.0,9491232.0
2018-03-07,70,64.4,57,54,45.0,36,82,51.2,33,23,23,23,29.4,29.4,29.3,0.0,9708197.0
2018-03-08,64,59.1,54,46,39.1,34,72,48.4,36,35,35,35,29.6,29.4,29.4,0.0,9937311.0
2018-03-09,63,56.2,46,45,36.5,32,67,48.2,34,9,9,9,29.7,29.7,29.6,0.0,9629115.0
2018-03-10,64,53.0,39,45,38.4,30,87,60.9,28,9,9,9,29.8,29.7,29.7,0.0,9487773.0
2018-03-11,70,56.1,45,50,43.7,39,82,65.6,35,12,12,12,29.7,29.6,29.6,0.0,9245971.0
2018-03-12,66,56.9,46,55,49.0,41,87,75.1,59,14,14,14,29.6,29.6,29.5,0.0,9594966.0
2018-03-13,68,61.0,55,54,42.8,37,88,53.0,35,20,20,20,29.6,29.5,29.4,0.0,9824804.0
2018-03-14,66,60.0,54,45,39.4,34,67,47.4,32,20,20,20,29.6,29.5,29.5,0.0,10463760.0
2018-03-15,66,58.3,52,46,41.1,32,77,54.3,28,18,18,18,29.6,29.6,29.5,0.0,10413872.0
2018-03-16,63,56.8,50,50,42.3,36,72,59.0,42,15,15,15,29.6,29.6,29.6,0.0,10008557.0
2018-03-17,73,62.3,55,52,48.6,43,82,62.7,33,16,16,16,29.6,29.5,29.4,0.0,9681896.0
2018-03-18,68,61.8,54,55,50.3,46,88,66.5,49,22,22,22,29.4,29.3,29.3,0.0,9718250.0
2018-03-19,66,59.5,54,52,44.4,36,82,58.5,40,28,28,28,29.4,29.3,29.3,0.0,9870351.0
2018-03-20,64,57.4,50,48,41.5,37,77,56.8,37,16,16,16,29.6,29.5,29.3,0.0,9864908.0
2018-03-21,63,56.5,46,48,45.3,39,82,67.0,54,24,24,24,29.7,29.6,29.6,0.0,9588931.0
2018-03-22,66,59.6,52,55,50.8,46,88,73.0,59,13,13,13,29.6,29.4,29.2,0.0,9755391.0
2018-03-23,63,58.6,54,54,41.5,32,88,54.2,34,22,22,22,29.2,29.1,29.1,0.0,9653823.0
2018-03-24,63,54.4,48,45,40.0,36,76,59.5,39,16,16,16,29.4,29.2,29.1,0.0,9576390.0
2018-03-25,64,55.8,45,48,41.8,36,76,60.1,42,21,21,21,29.6,29.5,29.4,0.0,9664280.0
2018-03-26,68,62.1,57,52,47.3,37,77,59.1,40,22,22,22,29.5,29.5,29.4,0.0,9804091.0
2018-03-27,66,57.5,48,50,43.4,39,82,60.0,40,16,16,16,29.6,29.5,29.5,0.0,10202613.0
2018-03-28,61,55.2,50,48,44.8,41,88,68.8,48,13,13,13,29.6,29.5,29.4,0.0,10257331.0
2018-03-29,64,53.2,43,46,41.9,32,82,66.8,30,17,17,17,29.7,29.6,29.5,0.0,9518069.0
2018-03-30,68,54.7,41,48,42.4,37,87,66.6,37,14,14,14,29.8,29.8,29.7,0.0,8993693.0
2018-03-31,64,56.8,48,54,47.8,41,87,71.9,59,16,16,16,29.8,29.7,29.6,0.0,9350083.0
2018-04-01,72,62.7,55,55,45.4,28,82,55.8,29,30,30,30,29.6,29.5,29.4,0.0,9352959.0
2018-04-02,68,58.4,45,45,37.6,32,76,48.0,28,12,12,12,29.8,29.6,29.5,0.0,9479726.0
2018-04-03,68,55.7,39,45,37.8,34,87,55.3,28,12,12,12,29.9,29.8,29.8,0.0,9454820.0
2018-04-04,72,57.5,41,43,37.0,32,81,50.0,23,8,8,8,29.8,29.8,29.7,0.0,9448954.0
2018-04-05,73,60.4,43,48,40.4,34,87,49.9,34,13,13,13,29.7,29.6,29.5,0.0,9488565.0
2018-04-06,66,59.4,50,54,48.2,41,77,66.6,48,17,17,17,29.5,29.4,29.4,0.0,9492600.0
2018-04-07,63,59.4,54,52,44.0,34,82,58.6,34,22,22,22,29.7,29.6,29.5,0.0,9540457.0
2018-04-08,70,63.8,59,43,39.3,36,52,41.5,33,31,31,31,29.7,29.6,29.6,0.0,9403878.0
2018-04-09,68,60.4,46,43,39.1,36,76,46.6,34,21,21,21,29.7,29.7,29.6,0.0,9563937.0
2018-04-10,72,58.0,43,48,43.3,37,87,61.0,33,9,9,9,29.6,29.6,29.6,0.0,9521739.0
2018-04-11,70,60.0,50,54,47.3,41,82,64.3,37,8,8,8,29.6,29.5,29.5,0.0,9448687.0
2018-04-12,73,59.9,45,54,47.7,41,93,67.0,33,9,9,9,29.6,29.5,29.5,0.0,9360977.0
2018-04-13,75,61.6,46,54,50.2,43,94,68.7,44,10,10,10,29.7,29.6,29.6,0.0,9635422.0
2018-04-14,75,63.5,48,54,49.5,46,94,63.9,36,20,20,20,29.8,29.7,29.7,0.0,9540694.0
2018-04-15,70,63.3,55,54,51.3,48,82,65.2,46,16,16,16,29.8,29.7,29.7,0.0,9464487.0
2018-04-16,68,62.0,54,54,50.3,48,88,65.9,52,15,15,15,29.7,29.6,29.6,0.0,9014064.0
2018-04-17,72,60.5,48,54,50.1,46,94,71.1,43,13,13,13,29.8,29.7,29.6,0.0,8323565.0
2018-04-18,73,61.8,48,55,47.1,39,94,62.2,33,20,20,20,29.8,29.8,29.8,0.0,8826519.0
2018-04-19,73,66.5,54,46,40.2,34,67,39.2,30,26,26,26,29.8,29.8,29.7,0.0,9034516.0
2018-04-20,77,64.7,52,54,44.6,41,71,49.2,29,29,29,29,29.8,29.7,29.6,0.0,8905707.0
2018-04-21,70,61.8,54,48,38.4,30,72,44.0,26,29,29,29,29.8,29.8,29.8,0.0,8882536.0
2018-04-22,75,62.6,45,46,38.3,34,66,42.6,25,12,12,12,29.8,29.7,29.7,0.0,8926352.0
2018-04-23,75,62.1,46,48,41.9,37,76,51.2,25,10,10,10,29.7,29.6,29.6,0.0,8860571.0
2018-04-24,82,65.3,45,55,42.4,32,93,50.2,17,8,8,8,29.7,29.7,29.6,0.0,7490397.0
2018-04-25,84,68.6,54,54,45.6,41,72,47.1,22,9,9,9,29.7,29.6,29.6,0.0,5308761.0
2018-04-26,82,67.7,48,52,46.0,43,82,49.7,25,9,9,9,29.6,29.6,29.5,0.0,5696517.0
2018-04-27,82,70.9,57,48,46.4,45,63,44.1,28,15,15,15,29.6,29.6,29.5,0.0,6676915.0
2018-04-28,79,69.5,57,52,48.6,45,67,48.4,34,26,26,26,29.6,29.6,29.6,0.0,8289521.0
2018-04-29,75,66.3,57,55,51.8,48,77,59.6,47,18,18,18,29.6,29.6,29.6,0.0,8902157.0
2018-04-30,77,68.4,59,57,53.0,48,82,58.8,41,21,21,21,29.6,29.6,29.6,0.0,8831069.0
2018-05-01,82,71.8,61,55,50.9,45,72,49.3,26,17,17,17,29.6,29.6,29.5,0.0,8690861.0
2018-05-02,82,69.0,55,57,50.4,46,77,54.0,30,14,14,14,29.6,29.5,29.5,0.0,9174990.0
2018-05-03,79,68.7,57,59,54.6,52,82,62.4,42,13,13,13,29.5,29.4,29.4,0.0,9653604.0
2018-05-04,82,70.8,57,59,55.9,52,88,61.7,37,12,12,12,29.5,29.4,29.4,0.0,9371609.0
2018-05-05,77,70.0,63,59,55.9,50,83,62.0,47,17,17,17,29.5,29.4,29.4,0.0,9667491.0
2018-05-06,73,65.4,59,61,55.2,50,94,71.4,52,12,12,12,29.5,29.5,29.5,0.0,9530563.0
2018-05-07,73,65.4,59,59,56.8,55,100,75.7,57,16,16,16,29.5,29.4,29.4,0.0,9346828.0
2018-05-08,75,67.2,59,61,55.5,50,88,67.8,41,10,10,10,29.5,29.4,29.4,0.0,9878262.0
2018-05-09,79,69.1,55,59,55.0,46,94,63.8,32,14,14,14,29.4,29.4,29.3,0.0,9819945.0
2018-05-10,79,67.5,55,59,53.5,43,94,63.8,32,23,23,23,29.5,29.4,29.4,0.0,9804412.0
2018-05-11,75,65.8,55,55,53.8,50,88,66.3,50,20,20,20,29.6,29.5,29.5,0.0,9597727.0
2018-05-12,75,68.0,61,55,47.9,41,82,50.5,31,23,23,23,29.6,29.6,29.6,0.0,9827297.0
2018-05-13,75,65.7,52,55,48.0,43,77,54.9,33,10,10,10,29.6,29.6,29.6,0.0,9519065.0
2018-05-14,84,70.1,55,59,54.9,43,94,61.4,23,17,17,17,29.7,29.6,29.6,0.0,11313457.0
2018-05-15,84,73.1,59,61,53.6,48,88,53.1,28,14,14,14,29.7,29.7,29.6,0.0,9945858.0
2018-05-16,81,71.6,59,61,56.3,50,94,62.9,34,13,13,13,29.7,29.6,29.6,0.0,9695305.0
2018-05-17,82,73.2,59,61,53.2,45,88,53.3,26,12,12,12,29.7,29.6,29.6,0.0,7836089.0
2018-05-18,84,74.8,63,59,53.0,48,68,47.8,30,12,12,12,29.6,29.6,29.6,0.0,7572443.0
2018-05-19,86,74.1,61,63,55.0,46,83,54.1,25,18,18,18,29.6,29.5,29.5,0.0,8366286.0
2018-05-20,79,70.3,61,63,58.8,55,94,68.4,47,21,21,21,29.6,29.6,29.6,0.0,9051828.0
2018-05-21,77,72.2,63,59,55.4,50,83,56.3,46,26,26,26,29.6,29.6,29.6,0.0,9001936.0
2018-05-22,77,71.5,64,59,54.3,48,68,54.8,43,22,22,22,29.7,29.7,29.6,0.0,9686990.0
2018-05-23,77,69.7,59,61,55.8,52,88,61.8,50,20,20,20,29.7,29.7,29.6,0.0,9656738.0
2018-05-24,77,67.7,55,63,57.3,52,94,70.7,53,13,13,13,29.6,29.6,29.5,0.0,9066830.0
2018-05-25,84,74.7,64,57,54.3,50,73,50.4,33,23,23,23,29.6,29.5,29.5,0.0,8785505.0
2018-05-26,84,75.8,70,57,52.6,50,64,45.1,32,26,26,26,29.6,29.6,29.6,0.0,8514783.0
2018-05-27,79,74.0,68,59,56.1,54,68,54.4,44,24,24,24,29.7,29.7,29.6,0.0,8420186.0
2018-05-28,81,74.3,70,59,48.9,39,68,42.9,24,29,29,29,29.7,29.7,29.6,0.0,8385597.0
2018-05-29,82,75.1,70,50,45.4,43,46,34.9,28,31,31,31,29.7,29.6,29.6,0.0,8679623.0
2018-05-30,82,75.2,66,55,49.1,45,64,41.2,26,28,28,28,29.6,29.6,29.6,0.0,9309807.0
2018-05-31,81,74.3,66,52,44.8,34,60,36.4,23,24,24,24,29.6,29.6,29.6,0.0,9443862.0
2018-06-01,88,78.8,66,45,39.2,36,35,24.8,18,24,24,24,29.6,29.6,29.6,0.0,9126301.0
2018-06-02,86,77.7,66,57,48.1,41,52,35.4,28,21,21,21,29.6,29.6,29.6,0.0,8123464.0
2018-06-03,84,75.5,61,54,51.3,48,68,43.3,33,15,15,15,29.6,29.6,29.6,0.0,8096168.0
2018-06-04,88,76.3,61,57,52.5,48,72,45.9,29,12,12,12,29.6,29.5,29.4,0.0,7767908.0
2018-06-05,90,79.9,64,55,52.3,48,68,39.6,26,14,14,14,29.5,29.4,29.4,0.0,7558217.0
2018-06-06,91,81.4,70,63,52.8,43,73,39.4,18,15,15,15,29.6,29.5,29.5,0.0,8490737.0
2018-06-07,88,77.3,64,64,60.2,55,83,57.3,33,10,10,10,29.7,29.6,29.6,0.0,9184266.0
2018-06-08,90,77.8,63,59,56.5,54,77,50.6,31,14,14,14,29.7,29.7,29.6,0.0,9061719.0
2018-06-09,93,82.3,68,64,55.8,50,64,42.0,28,17,17,17,29.6,29.5,29.4,0.0,9463090.0
2018-06-10,86,77.5,66,66,56.8,48,88,51.0,33,13,13,13,29.4,29.4,29.4,0.0,10248968.0
2018-06-11,88,78.6,68,64,53.9,45,88,46.0,25,28,28,28,29.5,29.4,29.4,0.0,10306905.0
2018-06-12,90,80.7,68,50,43.6,36,49,28.8,15,23,23,23,29.5,29.4,29.4,0.0,10084231.0
2018-06-13,91,79.7,63,57,49.5,45,59,36.1,23,12,12,12,29.4,29.3,29.3,0.0,10044369.0
2018-06-14,93,82.5,72,64,54.9,48,61,40.6,21,16,16,16,29.3,29.3,29.3,0.0,10264099.0
2018-06-15,86,78.0,72,63,56.2,46,69,48.4,25,22,22,22,29.4,29.3,29.3,0.0,10491585.0
2018-06-16,79,70.9,64,66,63.0,61,94,77.0,54,20,20,20,29.5,29.4,29.3,0.0,10289765.0
2018-06-17,77,69.7,63,66,63.0,61,94,79.7,57,9,9,9,29.5,29.5,29.4,0.0,10338513.0
2018-06-18,82,73.1,63,66,61.6,59,94,69.4,48,10,10,10,29.5,29.5,29.5,0.0,9859450.0
2018-06-19,86,76.9,66,64,57.4,48,94,54.6,28,23,23,23,29.6,29.5,29.5,0.0,10692166.0
2018-06-20,86,80.0,73,61,50.9,45,65,37.7,23,23,23,23,29.7,29.6,29.6,0.0,10772560.0
2018-06-21,86,78.5,68,57,53.4,50,68,42.4,30,20,20,20,29.6,29.6,29.6,0.0,10555161.0
2018-06-22,90,77.7,64,61,57.0,52,83,51.9,27,20,20,20,29.6,29.6,29.5,0.0,10603076.0
2018-06-23,86,77.5,68,66,59.8,55,88,56.2,35,15,15,15,29.6,29.5,29.5,0.0,10838668.0
2018-06-24,79,72.0,64,66,60.4,57,94,68.2,50,25,25,25,29.6,29.6,29.6,0.0,10897663.0
2018-06-25,79,73.3,66,61,56.4,54,68,56.2,47,24,24,24,29.6,29.6,29.5,0.0,9582196.0
2018-06-26,75,72.0,68,64,60.6,57,78,67.5,57,18,18,18,29.5,29.4,29.4,0.0,10258175.0
2018-06-27,79,72.8,66,64,61.6,59,94,68.6,51,21,21,21,29.4,29.3,29.3,0.0,10983224.0
2018-06-28,81,74.4,66,63,55.6,52,88,53.4,37,16,16,16,29.4,29.3,29.3,0.0,10979702.0
2018-06-29,86,76.8,64,55,51.6,46,73,42.6,27,21,21,21,29.4,29.4,29.3,0.0,11120025.0
2018-06-30,86,77.1,66,57,53.2,48,64,44.4,28,16,16,16,29.5,29.4,29.4,0.0,11120403.0
2018-07-01,88,79.3,68,63,60.0,55,78,52.8,38,12,12,12,29.6,29.5,29.5,0.0,10912673.0
2018-07-02,91,80.4,66,63,56.7,50,88,48.1,26,17,17,17,29.6,29.6,29.6,0.0,10907753.0
2018-07-03,95,82.0,68,59,55.7,52,68,43.0,24,15,15,15,29.6,29.6,29.6,0.0,10109394.0
2018-07-04,95,83.5,68,64,57.9,54,73,43.8,25,16,16,16,29.6,29.6,29.5,0.0,9524678.0
2018-07-05,91,82.6,70,63,60.5,57,73,48.4,34,20,20,20,29.6,29.5,29.5,0.0,8879208.0
2018-07-06,93,84.1,72,70,62.1,57,78,50.0,30,12,12,12,29.5,29.5,29.5,0.0,9425842.0
2018-07-07,91,82.2,70,68,60.3,55,83,50.3,29,20,20,20,29.5,29.4,29.4,0.0,9654887.0
2018-07-08,86,77.8,70,70,63.6,59,88,62.7,45,14,14,14,29.5,29.5,29.4,0.0,10211824.0
2018-07-09,86,76.6,66,66,64.2,61,94,67.4,45,10,10,10,29.5,29.5,29.5,0.0,10110160.0
2018-07-10,82,76.7,70,68,65.0,63,88,68.5,54,12,12,12,29.6,29.5,29.5,0.0,10976009.0
2018-07-11,88,79.1,70,66,60.8,54,83,55.8,33,10,10,10,29.6,29.6,29.5,0.0,10755283.0
2018-07-12,90,79.8,66,64,60.0,54,83,53.6,33,23,23,23,29.6,29.6,29.6,0.0,10216429.0
2018-07-13,91,82.4,72,63,58.2,55,73,45.4,31,22,22,22,29.6,29.6,29.5,0.0,9777411.0
2018-07-14,90,81.4,72,64,61.4,57,69,51.0,38,22,22,22,29.6,29.5,29.5,0.0,9420555.0
2018-07-15,90,81.3,73,59,55.6,52,53,41.8,27,20,20,20,29.6,29.5,29.5,0.0,9669208.0
2018-07-16,93,81.8,66,59,55.3,48,73,42.7,23,12,12,12,29.6,29.5,29.5,0.0,10090952.0
2018-07-17,99,85.6,73,66,57.8,52,55,40.1,24,21,21,21,29.5,29.4,29.4,0.0,9693280.0
2018-07-18,91,84.8,77,66,57.8,46,65,41.7,24,20,20,20,29.4,29.4,29.3,0.0,9492180.0
2018-07-19,91,84.2,73,64,54.7,48,69,38.1,24,14,14,14,29.5,29.4,29.4,0.0,9212737.0
2018-07-20,90,82.0,73,66,59.5,55,69,47.5,35,14,14,14,29.5,29.5,29.5,0.0,9433819.0
2018-07-21,93,82.1,68,68,59.6,55,78,49.2,29,12,12,12,29.6,29.5,29.5,0.0,8808075.0
2018-07-22,100,85.3,68,70,59.0,48,73,44.3,21,18,18,18,29.6,29.5,29.4,0.0,8806223.0
2018-07-23,100,90.5,81,52,47.7,41,33,23.4,13,37,37,37,29.4,29.4,29.3,0.0,9995976.0
2018-07-24,82,78.4,72,66,62.4,52,78,59.2,35,16,16,16,29.4,29.3,29.3,0.0,9582004.0
2018-07-25,88,78.6,68,70,63.2,59,83,60.5,38,12,12,12,29.4,29.4,29.4,0.0,8876842.0
2018-07-26,86,76.8,70,68,64.5,59,88,67.4,43,13,13,13,29.5,29.4,29.4,0.0,9205334.0
2018-07-27,86,77.1,64,70,63.8,61,88,64.7,45,12,12,12,29.5,29.5,29.5,0.0,9798051.0
2018-07-28,86,78.6,68,70,65.9,63,88,66.0,45,13,13,13,29.5,29.5,29.5,0.0,9398277.0
