,Max,Avg,Min,Max.1,Avg.1,Min.1,Max.2,Avg.2,Min.2,Max.3,Avg.3,Min.3,Max.4,Avg.4,Min.4,Total,MEGALOPOLIS (PPC)
2016-08-26,91,82.6,70,63,55.8,46,78,41.4,21,14,14,14,30.0,29.9,29.8,0.0,3942.0
2016-08-27,88,78.8,64,61,52.3,45,78,41.1,27,14,14,14,31.3,30.0,29.9,0.0,13233.0
2016-08-28,88,77.6,63,61,53.0,46,69,44.8,24,12,12,12,30.0,30.0,29.9,0.0,5116.0
2016-08-29,90,78.7,64,66,58.2,50,83,53.1,26,14,14,14,30.0,29.9,29.9,0.0,21469.0
2016-08-30,88,78.3,66,68,63.3,59,88,62.3,40,10,10,10,30.0,29.9,29.9,0.0,29757.0
2016-08-31,91,80.3,66,70,62.0,55,83,57.0,31,13,13,13,30.0,29.9,29.9,0.0,210250.0
2016-09-01,88,80.2,68,68,62.6,57,83,56.9,37,13,13,13,30.0,30.0,29.9,0.0,13305773.0
2016-09-02,84,72.9,64,68,64.0,59,88,74.8,42,9,9,9,29.9,29.9,29.9,0.0,16203564.0
2016-09-03,91,77.3,64,64,54.8,46,88,49.9,24,12,12,12,29.9,29.9,29.8,0.0,9586379.0
2016-09-04,93,77.9,63,64,53.5,43,78,45.8,17,16,16,16,29.9,29.9,29.9,0.0,173477.0
2016-09-05,84,74.4,61,68,60.4,48,88,64.2,28,13,13,13,30.0,29.9,29.9,0.0,13622225.0
2016-09-06,79,68.0,64,72,63.6,61,94,85.9,65,21,21,21,29.9,29.8,29.8,0.0,12914539.0
2016-09-07,81,74.1,66,72,68.5,64,94,83.2,65,18,18,18,29.9,29.9,29.7,0.0,13323102.0
2016-09-08,88,76.3,70,68,63.5,50,94,66.9,33,8,8,8,29.9,29.8,29.7,0.0,13254237.0
2016-09-09,82,75.7,68,66,63.6,61,88,67.5,48,10,10,10,29.8,29.8,29.7,0.0,13122136.0
2016-09-10,84,74.3,66,64,63.1,61,88,69.5,48,9,9,9,29.9,29.8,29.8,0.0,8785891.0
2016-09-11,82,73.1,64,66,62.4,59,88,70.7,48,9,9,9,29.9,29.9,29.9,0.0,106623.0
2016-09-12,81,71.8,64,66,63.4,61,94,76.0,51,12,12,12,29.9,29.9,29.9,0.0,12082860.0
2016-09-13,86,74.1,63,66,61.3,55,94,66.6,35,9,9,9,29.9,29.9,29.9,0.0,12472807.0
2016-09-14,81,74.2,63,64,62.1,54,94,68.3,39,9,9,9,29.9,29.9,29.9,0.0,15477039.0
2016-09-15,86,75.9,64,66,60.5,54,88,61.6,33,10,10,10,30.0,29.9,29.9,0.0,17336045.0
2016-09-16,86,76.0,64,66,60.3,52,88,61.9,31,9,9,9,30.0,30.0,30.0,0.0,11036291.0
2016-09-17,88,76.6,64,66,61.7,57,88,62.2,37,13,13,13,30.0,30.0,29.9,0.0,
2016-09-18,86,77.0,66,70,65.0,61,94,67.8,43,8,8,8,30.0,29.9,29.9,0.0,22.0
2016-09-19,82,70.8,66,70,65.7,63,94,84.7,61,12,12,12,29.9,29.8,29.8,0.0,
2016-09-20,81,70.8,63,68,60.7,55,94,73.4,44,15,15,15,29.8,29.8,29.7,0.0,
2016-09-21,84,71.6,61,61,59.2,55,88,67.6,39,12,12,12,30.1,29.9,29.8,0.0,
2016-09-22,82,72.4,63,63,59.0,54,94,66.0,37,12,12,12,30.0,29.9,29.9,0.0,
2016-09-23,79,70.5,61,63,59.2,57,88,69.2,51,10,10,10,30.2,30.1,30.0,0.0,4290.0
2016-09-24,82,70.7,59,61,54.1,45,88,59.9,28,9,9,9,30.2,30.1,30.1,0.0,30597.0
2016-09-25,79,68.5,61,61,53.5,43,94,61.8,28,10,10,10,30.1,30.0,29.9,0.0,12890.0
2016-09-26,77,68.1,61,59,55.6,50,88,66.7,39,10,10,10,30.1,30.0,29.9,0.0,14114661.0
2016-09-27,79,67.7,59,59,55.1,52,88,66.4,39,8,8,8,30.1,30.1,30.0,0.0,11298989.0
2016-09-28,82,69.5,61,55,49.4,45,77,51.3,28,10,10,10,30.2,30.2,30.1,0.0,22333.0
2016-09-29,79,67.8,55,55,50.7,48,82,56.2,36,9,9,9,30.2,30.2,30.1,0.0,13089559.0
2016-09-30,82,67.3,54,59,54.1,50,88,65.4,36,9,9,9,30.1,30.1,30.1,0.0,18127303.0
2016-10-01,86,70.0,59,59,56.1,52,88,65.0,31,13,13,13,30.1,30.0,29.9,0.0,15064069.0
2016-10-02,82,69.8,59,63,57.7,52,88,66.9,42,7,7,7,30.0,30.0,29.9,0.0,13051131.0
2016-10-03,88,74.3,66,66,60.6,54,88,64.7,33,15,15,15,30.0,30.0,30.0,0.0,17538906.0
2016-10-04,86,74.0,64,64,59.2,39,88,63.7,19,17,17,17,30.0,29.9,29.9,0.0,14643575.0
2016-10-05,82,70.8,61,61,54.1,46,88,59.4,30,13,13,13,29.9,29.9,29.9,0.0,8997336.0
2016-10-06,81,66.5,54,54,49.3,36,88,59.0,20,9,9,9,30.0,29.9,29.9,0.0,12447781.0
2016-10-07,79,66.7,52,68,54.0,39,88,66.6,24,17,17,17,30.0,29.9,29.8,0.0,14002429.0
2016-10-08,81,69.2,59,63,57.7,52,94,69.4,39,16,16,16,30.0,29.9,29.8,0.0,9070530.0
2016-10-09,81,67.7,55,55,49.4,41,82,56.2,24,12,12,12,30.1,30.0,30.0,0.0,5013.0
2016-10-10,81,67.0,54,64,56.6,50,88,71.7,39,13,13,13,30.1,30.0,29.9,0.0,570105.0
2016-10-11,79,68.3,63,66,62.9,59,94,82.9,65,9,9,9,29.9,29.8,29.7,0.0,11330872.0
2016-10-12,79,68.2,57,66,59.7,55,94,76.9,47,9,9,9,30.0,29.9,29.8,0.0,11697283.0
2016-10-13,77,64.2,52,55,47.2,37,94,59.4,24,12,12,12,30.1,30.0,30.0,0.0,13408513.0
2016-10-14,77,65.6,48,55,48.3,43,82,57.5,29,8,8,8,30.1,30.1,30.0,0.0,14901052.0
2016-10-15,81,67.7,54,61,55.4,50,94,67.7,34,8,8,8,30.1,30.1,30.1,0.0,8875954.0
2016-10-16,79,68.7,55,66,59.4,54,94,74.8,44,7,7,7,30.1,30.0,30.0,0.0,7282.0
2016-10-17,79,69.8,59,64,60.3,50,94,73.0,54,9,9,9,30.1,30.1,30.0,0.0,8469326.0
2016-10-18,77,67.4,55,57,49.1,45,73,54.0,32,12,12,12,30.1,30.1,30.1,0.0,13410042.0
2016-10-19,68,62.4,54,61,54.6,46,94,76.0,64,7,7,7,30.1,30.1,30.0,0.0,16166031.0
2016-10-20,72,65.6,61,61,59.4,57,94,81.5,60,9,9,9,30.1,30.0,30.0,0.0,16129380.0
2016-10-21,70,64.8,61,63,61.1,59,94,87.0,73,10,10,10,30.0,30.0,29.9,0.0,16715285.0
2016-10-22,77,64.3,59,64,59.9,57,94,86.8,60,17,17,17,30.0,30.0,29.9,0.0,14000857.0
2016-10-23,81,70.0,59,64,61.0,57,94,74.8,51,8,8,8,30.1,30.0,30.0,0.0,13025164.0
2016-10-24,77,69.2,61,63,60.5,54,94,75.2,54,8,8,8,30.2,30.1,30.1,0.0,12445533.0
2016-10-25,79,67.5,57,57,52.5,46,82,60.6,34,10,10,10,30.2,30.1,30.1,0.0,11842405.0
2016-10-26,79,64.7,52,61,53.4,46,88,69.0,34,7,7,7,30.1,30.0,30.0,0.0,13076753.0
2016-10-27,72,63.3,59,63,58.0,55,94,84.2,64,10,10,10,30.1,30.0,30.0,0.0,8641618.0
2016-10-28,66,60.3,57,57,53.5,50,100,79.1,60,14,14,14,30.1,30.0,30.0,0.0,39916.0
2016-10-29,70,61.6,57,59,53.5,48,88,75.3,63,12,12,12,30.2,30.1,30.1,0.0,33140.0
2016-10-30,72,64.4,55,63,57.7,52,94,79.0,64,9,9,9,30.1,30.0,30.0,0.0,26099.0
2016-10-31,72,63.3,59,57,52.4,45,94,69.3,46,12,12,12,30.1,29.9,29.8,0.0,42889.0
2016-11-01,66,58.9,52,54,47.9,43,94,67.3,49,9,9,9,30.2,30.1,30.1,0.0,37086.0
2016-11-02,72,58.5,48,54,50.3,45,94,75.8,49,7,7,7,30.2,30.1,30.1,0.0,5982.0
2016-11-03,75,62.7,54,57,54.4,52,94,76.3,44,7,7,7,30.1,30.1,30.0,0.0,
2016-11-04,70,59.8,55,61,56.4,52,100,89.0,64,12,12,12,30.1,30.1,30.1,0.0,
2016-11-05,77,62.4,52,61,54.8,50,94,78.6,41,8,8,8,30.1,30.1,30.1,0.0,
2016-11-06,72,61.8,50,57,53.7,48,94,77.4,57,8,8,8,30.1,30.1,30.0,0.0,
2016-11-07,73,67.2,55,63,59.9,54,94,78.0,65,16,16,16,30.0,30.0,29.9,0.0,930.0
2016-11-08,77,73.2,70,64,62.0,57,78,68.3,57,22,22,22,29.9,29.9,29.9,0.0,
2016-11-09,73,63.4,52,66,56.7,50,94,79.5,60,22,22,22,29.9,29.8,29.7,0.0,
2016-11-10,72,59.6,50,57,52.6,48,94,79.9,50,10,10,10,30.1,30.0,29.9,0.0,
2016-11-11,72,59.9,50,57,51.8,46,94,78.1,46,7,7,7,30.1,30.1,30.1,0.0,
2016-11-12,72,59.4,48,61,54.5,46,94,85.8,57,12,12,12,30.1,30.1,30.0,0.0,
2016-11-13,66,57.7,48,57,47.5,41,94,71.3,40,13,13,13,30.1,30.1,30.0,0.0,
2016-11-14,68,54.7,43,46,43.0,39,93,67.8,40,12,12,12,30.2,30.2,30.1,0.0,
2016-11-15,66,55.5,45,52,45.3,41,87,70.4,43,7,7,7,30.2,30.2,30.2,0.0,
2016-11-16,70,56.0,46,50,45.5,39,94,70.6,37,7,7,7,30.2,30.2,30.1,0.0,
2016-11-17,66,54.3,45,46,42.5,37,87,67.3,37,7,7,7,30.2,30.1,30.1,0.0,27715.0
2016-11-18,68,55.4,43,52,46.5,41,93,73.9,49,7,7,7,30.2,30.2,30.1,0.0,43677.0
2016-11-19,70,55.8,48,50,46.7,45,94,73.8,40,7,7,7,30.2,30.1,30.1,0.0,128.0
2016-11-20,75,59.9,48,55,49.4,43,88,69.9,43,10,10,10,30.1,30.1,30.0,0.0,79.0
2016-11-21,70,58.6,50,52,47.5,45,88,68.5,46,35,35,35,30.1,30.1,30.0,0.0,4.0
2016-11-22,68,55.9,48,50,45.5,41,88,69.7,43,9,9,9,30.2,30.1,30.1,0.0,14.0
2016-11-23,70,56.6,46,54,47.4,43,94,72.8,46,9,9,9,30.2,30.2,30.2,0.0,33.0
2016-11-24,70,57.6,48,54,49.6,45,88,75.1,49,9,9,9,30.2,30.2,30.1,0.0,
2016-11-25,66,56.8,48,54,50.1,46,94,79.5,56,8,8,8,30.1,30.1,30.1,0.0,
2016-11-26,64,57.6,50,61,53.9,48,94,88.5,77,12,12,12,30.1,30.0,30.0,0.0,
2016-11-27,57,55.8,54,55,54.0,52,94,93.4,88,15,15,15,30.0,29.9,29.9,0.0,
2016-11-28,68,59.4,52,61,55.0,50,94,85.2,68,17,17,17,29.8,29.8,29.7,0.0,2164.0
2016-11-29,63,55.6,50,55,51.4,46,100,86.1,68,9,9,9,29.8,29.7,29.7,0.0,76819.0
2016-11-30,52,48.1,45,45,40.3,30,87,74.4,50,10,10,10,30.1,29.9,29.8,0.0,3330859.0
2016-12-01,55,45.6,37,34,30.8,27,81,58.8,33,13,13,13,30.1,30.0,30.0,0.0,51648.0
2016-12-02,63,49.0,34,46,39.5,32,93,72.6,45,13,13,13,30.0,30.0,30.0,0.0,51.0
2016-12-03,61,53.8,46,55,49.6,43,94,85.2,72,7,7,7,30.1,30.1,30.0,0.0,52.0
2016-12-04,102,54.3,48,54,49.9,46,94,87.6,17,9,9,9,30.3,30.2,30.1,0.0,
2016-12-05,64,55.0,48,50,46.2,43,94,74.0,49,14,14,14,30.3,30.3,30.2,0.0,3.0
2016-12-06,64,54.3,46,50,46.0,41,94,74.2,55,9,9,9,30.3,30.3,30.2,0.0,
2016-12-07,63,56.4,50,55,52.3,48,94,86.5,68,10,10,10,30.4,30.3,30.3,0.0,57.0
2016-12-08,61,54.0,41,43,38.8,36,87,58.5,39,14,14,14,30.6,30.5,30.4,0.0,76068.0
2016-12-09,63,49.1,37,45,40.1,34,100,73.3,45,9,9,9,30.5,30.4,30.3,0.0,14196.0
2016-12-10,66,52.0,43,46,41.6,37,93,71.2,39,9,9,9,30.3,30.2,30.2,0.0,
2016-12-11,66,52.8,39,50,44.0,37,93,74.5,46,9,9,9,30.2,30.1,30.0,0.0,18.0
2016-12-12,64,55.2,45,52,47.2,43,94,76.9,52,6,6,6,30.0,29.9,29.9,0.0,6.0
2016-12-13,90,54.5,46,50,41.3,19,100,67.0,8,15,15,15,30.2,30.0,29.9,0.0,5876571.0
2016-12-14,57,47.4,36,37,29.6,21,87,52.9,29,14,14,14,30.3,30.3,30.2,0.0,14698949.0
2016-12-15,63,46.6,32,43,36.5,28,93,71.0,42,9,9,9,30.3,30.1,30.1,0.0,18166350.0
2016-12-16,54,48.7,41,39,36.4,30,93,64.9,44,14,14,14,30.3,30.2,30.1,0.0,8097497.0
2016-12-17,52,47.2,37,30,25.3,21,60,42.6,33,13,13,13,30.5,30.4,30.3,0.0,46417.0
2016-12-18,59,44.5,34,37,27.5,19,93,54.7,25,13,13,13,30.5,30.4,30.4,0.0,44710.0
2016-12-19,59,43.8,32,37,32.3,28,93,68.7,33,9,9,9,30.4,30.4,30.4,0.0,60474.0
2016-12-20,54,44.0,34,41,35.5,30,87,73.3,51,6,6,6,30.4,30.3,30.2,0.0,58511.0
2016-12-21,57,49.5,43,39,28.2,16,81,46.8,28,26,26,26,30.2,30.2,30.1,0.0,44195.0
2016-12-22,54,46.2,39,43,20.6,12,93,38.3,21,14,14,14,30.3,30.2,30.2,0.0,43742.0
2016-12-23,57,45.0,37,30,24.7,19,65,46.5,29,13,13,13,30.2,30.2,30.2,0.0,42309.0
2016-12-24,61,48.5,36,115,29.4,23,81,44.7,0,15,15,15,30.2,30.2,30.1,0.0,42139.0
2016-12-25,64,45.8,32,39,30.2,25,81,58.9,22,8,8,8,30.2,30.1,30.1,0.0,36543.0
2016-12-26,63,49.1,37,45,36.2,30,87,63.0,32,9,9,9,30.2,30.2,30.1,0.0,33885.0
2016-12-27,63,47.7,34,43,35.3,30,87,66.2,34,7,7,7,30.2,30.2,30.2,0.0,38276.0
2016-12-28,59,46.8,36,46,35.1,25,93,67.9,31,20,20,20,30.2,30.0,29.9,0.0,35775.0
2016-12-29,50,42.5,34,28,23.7,19,75,49.0,34,16,16,16,30.1,30.0,29.9,0.0,45046.0
2016-12-30,52,43.8,34,23,20.2,18,65,40.7,26,12,12,12,30.2,30.2,30.1,0.0,45466.0
2016-12-31,52,39.0,27,36,25.7,21,93,62.0,35,13,13,13,30.2,30.2,30.2,0.0,45261.0
2017-01-01,55,41.8,30,34,28.2,23,93,62.9,29,9,9,9,30.2,30.2,30.2,0.0,43957.0
2017-01-02,61,45.1,30,41,33.7,27,93,67.4,36,15,15,15,30.2,30.2,30.1,0.0,46552.0
2017-01-03,61,48.8,39,45,39.9,37,93,74.4,42,7,7,7,30.1,30.1,30.1,0.0,42176.0
2017-01-04,57,48.4,41,50,45.4,39,94,90.1,72,7,7,7,30.1,30.0,29.9,0.0,6657990.0
2017-01-05,61,53.5,45,52,47.7,43,94,81.7,63,16,16,16,29.8,29.8,29.6,0.0,11098068.0
2017-01-06,55,48.3,45,48,38.5,30,93,70.0,44,14,14,14,29.7,29.6,29.5,0.0,13540940.0
2017-01-07,46,38.1,32,36,32.3,28,93,81.3,50,10,10,10,29.9,29.8,29.7,0.0,16157913.0
2017-01-08,46,36.4,28,30,23.7,16,93,63.6,31,13,13,13,29.9,29.9,29.8,0.0,22273775.0
2017-01-09,46,37.0,27,34,26.6,23,93,67.9,40,10,10,10,29.9,29.8,29.8,0.0,25405805.0
2017-01-10,45,38.2,32,37,29.8,25,93,74.3,49,17,17,17,29.9,29.8,29.7,0.0,22007873.0
2017-01-11,55,46.8,32,50,43.3,30,100,82.7,0,24,24,24,30.1,30.0,29.9,0.0,20361073.0
2017-01-12,68,49.1,39,45,34.7,18,87,60.6,23,13,13,13,30.2,30.1,30.1,0.0,23729982.0
2017-01-13,59,46.1,32,45,34.3,27,87,66.4,38,8,8,8,30.2,30.1,29.9,0.0,21058388.0
2017-01-14,61,51.8,43,54,47.7,41,94,86.4,59,9,9,9,29.9,29.8,29.7,0.0,17472884.0
2017-01-15,57,48.5,41,45,40.0,34,93,75.3,41,7,7,7,29.9,29.9,29.8,0.0,16366639.0
2017-01-16,55,47.7,39,46,42.4,37,93,82.4,54,17,17,17,29.9,29.8,29.8,0.0,21172461.0
2017-01-17,54,47.5,45,46,43.6,41,93,86.5,62,8,8,8,29.9,29.8,29.8,0.0,24164099.0
2017-01-18,57,49.4,45,50,45.6,43,94,87.4,67,21,21,21,30.0,30.0,29.9,0.0,16737271.0
2017-01-19,57,48.1,41,46,43.1,39,100,83.5,59,12,12,12,30.2,30.1,30.0,0.0,15518123.0
2017-01-20,61,49.3,39,39,37.0,34,93,66.2,39,12,12,12,30.3,30.3,30.2,0.0,18115013.0
2017-01-21,55,47.4,37,37,34.0,30,81,61.0,38,9,9,9,30.3,30.3,30.2,0.0,16869013.0
2017-01-22,57,45.8,37,39,33.6,30,81,63.5,41,10,10,10,31.2,30.3,30.2,0.0,13466080.0
2017-01-23,52,47.5,43,41,33.6,28,87,59.5,50,13,13,13,30.2,30.1,30.0,0.0,14510841.0
2017-01-24,59,48.5,45,124,44.3,39,93,77.8,0,9,9,9,30.0,29.9,29.8,0.0,15824331.0
2017-01-25,59,47.2,37,48,42.7,36,100,85.6,59,8,8,8,30.1,29.9,29.9,0.0,14664174.0
2017-01-26,55,48.4,43,43,38.8,36,93,71.7,47,9,9,9,30.2,30.1,30.1,0.0,18598276.0
2017-01-27,55,45.8,41,41,36.4,30,93,72.1,38,12,12,12,30.4,30.3,30.2,0.0,17345557.0
2017-01-28,57,46.6,37,45,39.1,36,93,76.3,44,8,8,8,30.3,30.2,30.2,0.0,16201197.0
2017-01-29,57,50.0,46,43,39.5,37,82,67.8,48,9,9,9,30.2,30.2,30.1,0.0,15470977.0
2017-01-30,59,48.8,41,46,34.3,30,100,58.3,36,9,9,9,30.2,30.1,30.1,0.0,13868971.0
2017-01-31,59,48.2,39,39,34.5,30,87,60.8,38,12,12,12,30.3,30.2,30.2,0.0,17692334.0
2017-02-01,55,47.7,37,46,41.8,34,93,80.6,63,7,7,7,30.4,30.4,30.3,0.0,16926605.0
2017-02-02,59,52.9,48,52,49.6,46,100,89.2,77,5,5,5,30.4,30.4,30.3,0.0,14999840.0
2017-02-03,61,50.9,41,54,46.6,41,100,86.1,59,6,6,6,30.4,30.3,30.2,0.0,14351492.0
2017-02-04,64,51.2,45,52,46.0,43,100,83.2,45,8,8,8,30.2,30.2,30.1,0.0,12079760.0
2017-02-05,64,54.9,43,54,49.3,41,94,82.0,59,12,12,12,30.1,30.1,30.0,0.0,12126279.0
2017-02-06,66,54.7,43,55,49.0,41,100,82.3,56,18,18,18,30.0,29.9,29.8,0.0,11231192.0
2017-02-07,57,50.4,46,52,46.0,41,94,85.6,58,17,17,17,29.9,29.8,29.8,0.0,21021977.0
2017-02-08,63,52.1,48,50,46.6,43,94,82.5,52,13,13,13,30.0,29.9,29.8,0.0,17625049.0
2017-02-09,63,52.7,45,48,44.3,39,94,75.2,42,7,7,7,30.1,30.0,30.0,0.0,10249062.0
2017-02-10,64,52.5,46,46,41.4,37,93,68.4,37,16,16,16,30.0,30.0,29.9,0.0,9160903.0
2017-02-11,64,53.8,48,45,39.8,36,76,60.3,37,14,14,14,30.1,30.1,30.0,0.0,24648.0
2017-02-12,61,51.6,46,45,37.5,32,72,58.8,45,14,14,14,30.3,30.2,30.1,0.0,32164.0
2017-02-13,57,48.3,43,34,31.3,30,66,52.6,38,15,15,15,30.3,30.3,30.2,0.0,35776.0
2017-02-14,57,47.8,39,30,26.1,21,65,44.4,29,16,16,16,30.4,30.3,30.2,0.0,31447.0
2017-02-15,57,45.0,32,36,26.7,19,87,52.4,23,10,10,10,30.4,30.4,30.3,0.0,1328.0
2017-02-16,63,48.0,34,46,36.7,30,93,68.7,30,12,12,12,30.4,30.4,30.3,0.0,
2017-02-17,64,49.3,37,48,39.5,34,87,70.5,42,10,10,10,30.4,30.3,30.2,0.0,
2017-02-18,64,50.9,39,46,42.4,37,93,75.3,39,8,8,8,30.2,30.2,30.2,0.0,26923.0
2017-02-19,63,54.3,46,52,46.3,43,94,75.7,48,17,17,17,30.2,30.2,30.2,0.0,20028.0
2017-02-20,64,52.7,45,46,44.6,41,93,76.0,49,13,13,13,30.2,30.1,30.1,0.0,12745564.0
2017-02-21,63,50.1,43,48,43.6,41,93,79.7,48,8,8,8,30.1,30.0,29.9,0.0,16592256.0
2017-02-22,68,51.8,39,46,41.8,37,93,72.0,35,10,10,10,30.1,30.1,30.0,0.0,14563975.0
2017-02-23,64,50.8,39,46,41.9,37,93,74.0,48,9,9,9,30.1,30.1,30.1,0.0,14102242.0
2017-02-24,66,53.4,45,50,45.8,41,93,76.6,52,8,8,8,30.1,30.1,30.1,0.0,3796773.0
2017-02-25,66,54.1,45,54,48.1,43,94,80.7,52,12,12,12,30.1,30.1,30.1,0.0,7136.0
2017-02-26,68,57.7,52,52,49.0,45,94,74.3,52,9,9,9,30.1,30.1,30.0,0.0,2359.0
2017-02-27,68,58.9,52,52,46.9,43,88,65.7,40,13,13,13,30.0,30.0,29.9,0.0,6053.0
2017-02-28,66,54.7,45,52,48.3,43,94,80.2,52,10,10,10,30.0,30.0,29.9,0.0,15575.0
2017-03-01,66,55.1,45,64,47.6,43,100,77.5,49,16,16,16,30.0,29.9,29.9,0.0,5660.0
2017-03-02,66,56.4,46,52,42.1,39,94,61.4,37,17,17,17,30.0,29.9,29.9,0.0,11515.0
2017-03-03,68,53.4,39,46,42.5,37,93,69.6,35,9,9,9,30.1,30.0,30.0,0.0,14823.0
2017-03-04,66,53.2,39,52,44.8,37,93,75.5,45,10,10,10,30.1,30.1,30.1,0.0,11598.0
2017-03-05,64,53.3,41,52,46.2,39,100,79.0,45,10,10,10,30.1,30.1,30.1,0.0,11921.0
2017-03-06,64,54.2,45,52,47.5,43,94,79.5,56,12,12,12,30.1,30.0,29.9,0.0,10075.0
2017-03-07,63,52.2,46,50,46.4,43,94,81.7,52,14,14,14,29.9,29.8,29.6,0.0,4087.0
2017-03-08,59,51.8,46,48,46.8,45,100,84.0,67,15,15,15,29.6,29.6,29.5,0.0,15303.0
2017-03-09,61,52.7,45,48,44.2,43,93,73.3,52,9,9,9,29.7,29.7,29.6,0.0,7306.0
2017-03-10,64,54.1,48,50,45.0,41,93,72.2,42,12,12,12,29.7,29.6,29.5,0.0,7187.0
2017-03-11,61,53.3,48,50,42.8,37,94,70.3,48,14,14,14,29.6,29.5,29.4,0.0,21898.0
2017-03-12,64,56.4,48,45,42.3,39,76,59.9,42,13,13,13,29.9,29.7,29.6,0.0,26351.0
2017-03-13,64,52.8,43,45,39.3,34,93,63.6,34,13,13,13,30.1,30.0,29.9,0.0,10301877.0
2017-03-14,61,51.3,39,45,38.6,27,93,65.7,27,13,13,13,30.2,30.1,30.1,0.0,12156209.0
2017-03-15,63,50.7,39,48,42.4,37,94,76.1,45,12,12,12,30.2,30.1,30.1,0.0,13304535.0
2017-03-16,63,51.7,43,46,44.2,39,93,77.2,45,12,12,12,30.1,30.0,30.0,0.0,11816770.0
2017-03-17,63,50.2,39,43,38.5,32,93,68.6,32,13,13,13,30.0,30.0,29.9,0.0,7405581.0
2017-03-18,64,52.1,39,50,43.5,37,93,74.5,48,9,9,9,30.1,30.0,30.0,0.0,22009.0
2017-03-19,70,54.4,41,50,44.8,39,93,72.8,40,15,15,15,30.0,29.9,29.9,0.0,14051.0
2017-03-20,68,57.4,46,52,48.6,41,94,74.7,37,10,10,10,29.9,29.9,29.9,0.0,10969.0
2017-03-21,66,55.6,43,54,49.1,41,94,79.5,52,14,14,14,29.9,29.9,29.8,0.0,88413.0
2017-03-22,63,57.3,52,54,52.8,50,94,84.8,68,9,9,9,29.9,29.9,29.8,0.0,11437017.0
2017-03-23,66,55.7,43,55,48.7,41,100,78.7,55,9,9,9,30.1,30.0,29.9,0.0,7708801.0
2017-03-24,70,55.7,43,54,45.9,36,100,73.8,30,14,14,14,30.1,30.1,30.1,0.0,9459.0
2017-03-25,70,56.6,45,50,46.5,43,93,72.1,40,9,9,9,30.1,30.1,30.0,0.0,7762.0
2017-03-26,72,59.0,50,48,45.6,37,94,65.8,33,18,18,18,30.0,30.0,29.9,0.0,7751.0
2017-03-27,68,57.2,48,54,48.8,45,94,75.4,46,14,14,14,30.0,30.0,29.9,0.0,10768.0
2017-03-28,68,57.6,48,46,43.5,39,82,61.0,37,14,14,14,30.1,30.0,30.0,0.0,23738.0
2017-03-29,64,54.7,43,50,39.7,30,88,59.4,28,10,10,10,30.0,30.0,30.0,0.0,11805918.0
2017-03-30,68,58.1,50,50,46.6,39,88,68.6,35,12,12,12,30.0,30.0,30.0,0.0,14798273.0
2017-03-31,73,61.9,48,45,37.3,32,82,44.3,23,20,20,20,30.1,30.0,30.0,0.0,15040485.0
2017-04-01,68,57.6,45,52,41.7,34,88,58.7,30,14,14,14,30.1,30.1,30.1,0.0,13362545.0
2017-04-02,66,55.5,43,54,48.2,41,93,77.6,52,13,13,13,30.1,30.1,30.1,0.0,14474234.0
2017-04-03,68,57.5,50,55,48.6,41,94,74.6,40,26,26,26,30.1,30.0,29.9,0.0,19669536.0
2017-04-04,70,55.9,43,54,45.0,36,94,71.1,28,13,13,13,30.1,30.0,30.0,0.0,23267915.0
2017-04-05,72,59.3,52,55,50.0,45,94,73.6,40,12,12,12,30.0,29.9,29.9,0.0,15148314.0
2017-04-06,70,59.1,50,52,47.1,41,94,68.4,38,15,15,15,29.9,29.9,29.8,0.0,21719394.0
2017-04-07,72,58.8,48,50,46.7,43,88,67.8,35,15,15,15,29.9,29.9,29.9,0.0,19864540.0
2017-04-08,66,55.7,45,48,43.2,36,87,64.5,32,14,14,14,30.1,30.0,29.9,0.0,9876532.0
2017-04-09,66,55.5,43,48,43.9,39,93,68.1,37,15,15,15,30.2,30.1,30.1,0.0,10902.0
2017-04-10,68,56.2,41,48,43.0,37,93,64.1,39,10,10,10,30.2,30.1,30.0,0.0,11843.0
2017-04-11,68,56.3,43,48,43.5,39,88,64.8,40,13,13,13,30.0,30.0,29.9,0.0,25546.0
2017-04-12,68,55.9,45,52,47.1,43,93,74.2,46,16,16,16,29.9,29.9,29.9,0.0,19587.0
2017-04-13,70,58.3,45,52,48.5,41,94,72.0,43,13,13,13,29.9,29.8,29.8,0.0,14077.0
2017-04-14,72,61.6,48,52,49.5,45,94,68.0,40,12,12,12,29.9,29.9,29.8,0.0,14692.0
2017-04-15,72,60.1,46,57,51.3,45,94,72.5,0,12,12,12,30.0,29.9,29.9,0.0,2284.0
2017-04-16,66,59.8,52,55,52.8,50,94,79.1,59,14,14,14,30.0,29.9,29.9,0.0,
2017-04-17,72,59.5,50,57,52.6,48,94,79.3,46,12,12,12,29.9,29.8,29.8,0.0,
2017-04-18,70,60.0,48,54,49.0,45,93,69.7,43,14,14,14,29.9,29.9,29.9,0.0,
2017-04-19,68,60.3,48,55,52.3,46,94,75.8,56,17,17,17,29.9,29.9,29.9,0.0,
2017-04-20,68,58.7,50,57,44.7,28,94,63.9,30,23,23,23,30.0,29.9,29.8,0.0,572.0
2017-04-21,61,55.1,50,41,32.8,27,71,43.9,31,15,15,15,30.1,30.0,30.0,0.0,
2017-04-22,59,50.4,43,46,42.7,37,93,75.7,51,13,13,13,30.1,30.0,30.0,0.0,
