,Max,Avg,Min,Max.1,Avg.1,Min.1,Max.2,Avg.2,Min.2,Max.3,Avg.3,Min.3,Max.4,Avg.4,Min.4,Total,LAVRIO (PPC)
2017-04-19,68,61.3,54,55,52.5,46,94,72.9,56,26,26,26,29.7,29.6,29.5,0.0,5040559.0
2017-04-20,70,63.2,52,54,45.4,23,77,55.3,19,15,15,15,29.7,29.5,29.5,0.0,3150256.0
2017-04-21,57,53.8,48,41,36.0,30,76,51.6,38,15,15,15,29.8,29.8,29.6,0.0,84552.0
2017-04-22,57,52.3,41,41,35.1,32,76,52.2,41,21,21,21,29.8,29.7,29.6,0.0,4967554.0
2017-04-23,66,54.2,39,46,37.9,28,87,57.8,29,15,15,15,29.8,29.7,29.6,0.0,1049114.0
2017-04-24,64,56.9,45,48,43.3,39,82,62.1,42,17,17,17,29.9,29.8,29.8,0.0,19536121.0
2017-04-25,70,56.9,43,46,42.7,37,93,62.4,33,12,12,12,29.9,29.9,29.8,0.0,21213603.0
2017-04-26,73,61.1,43,46,41.0,34,93,51.4,25,9,9,9,29.8,29.8,29.7,0.0,15864352.0
2017-04-27,75,62.2,46,52,42.2,36,76,51.3,27,9,9,9,29.8,29.7,29.7,0.0,24156145.0
2017-04-28,81,65.7,48,54,39.7,18,87,42.9,15,13,13,13,29.7,29.7,29.6,0.0,19337732.0
2017-04-29,79,65.9,48,59,43.3,23,68,45.6,23,12,12,12,29.6,29.6,29.5,0.0,14578011.0
2017-04-30,77,67.1,61,54,46.7,36,68,49.3,24,21,21,21,29.5,29.5,29.4,0.0,3974049.0
2017-05-01,73,67.1,59,50,44.5,36,68,45.8,30,22,22,22,29.6,29.5,29.4,0.0,7617425.0
2017-05-02,75,69.0,61,45,39.8,36,52,35.0,27,20,20,20,29.6,29.6,29.6,0.0,22593098.0
2017-05-03,75,66.1,55,48,44.5,41,67,46.7,34,15,15,15,29.7,29.6,29.6,0.0,34094031.0
2017-05-04,79,65.8,50,52,48.5,45,87,56.6,32,10,10,10,29.6,29.6,29.6,0.0,29388288.0
2017-05-05,81,69.8,55,54,48.9,43,77,49.6,26,18,18,18,29.6,29.6,29.6,0.0,26553097.0
2017-05-06,81,70.3,61,54,47.4,45,63,45.4,28,16,16,16,29.6,29.6,29.5,0.0,20580454.0
2017-05-07,81,69.3,54,55,46.1,27,77,46.2,16,20,20,20,29.6,29.5,29.3,0.0,7382907.0
2017-05-08,79,69.6,59,55,45.5,39,82,45.4,24,16,16,16,29.4,29.4,29.4,0.0,13439439.0
2017-05-09,81,67.8,50,55,44.0,36,94,49.3,21,23,23,23,29.4,29.3,29.3,0.0,13399828.0
2017-05-10,75,66.5,57,52,47.9,43,77,52.5,34,12,12,12,29.6,29.5,29.4,0.0,13791126.0
2017-05-11,75,65.4,52,55,51.7,48,88,63.3,41,10,10,10,29.7,29.7,29.6,0.0,18994947.0
2017-05-12,79,70.0,59,57,51.6,41,77,54.6,26,17,17,17,29.7,29.7,29.6,0.0,16216831.0
2017-05-13,91,75.6,64,61,53.0,41,78,50.1,18,15,15,15,29.6,29.5,29.5,0.0,6528985.0
2017-05-14,88,78.3,64,59,48.6,41,73,37.6,19,13,13,13,29.7,29.6,29.5,0.0,6821943.0
2017-05-15,79,70.8,61,57,50.9,46,77,50.4,36,23,23,23,29.8,29.8,29.7,0.0,14115123.0
2017-05-16,72,67.7,63,54,48.2,43,64,50.3,35,26,26,26,29.8,29.8,29.6,0.0,9337615.0
2017-05-17,68,63.3,59,54,51.0,46,82,64.8,46,24,24,24,29.6,29.6,29.6,0.0,7802376.0
2017-05-18,63,60.8,59,57,53.2,48,94,77.5,63,21,21,21,29.6,29.0,0.0,0.0,13367400.0
2017-05-19,72,64.6,57,52,37.7,28,72,40.0,22,25,25,25,29.7,29.6,29.6,0.0,4277630.0
2017-05-20,75,65.8,50,52,40.8,32,72,42.5,23,21,21,21,29.7,29.6,29.6,0.0,5588.0
2017-05-21,79,68.6,57,59,53.0,46,88,61.4,32,16,16,16,29.6,29.4,29.4,0.0,63313.0
2017-05-22,75,66.1,55,55,48.8,43,82,56.3,38,16,16,16,29.6,29.6,29.5,0.0,8809166.0
2017-05-23,77,68.1,55,55,51.6,48,88,58.1,36,15,15,15,29.7,29.7,29.6,0.0,14850360.0
2017-05-24,77,67.8,55,57,52.9,48,94,61.0,36,12,12,12,29.7,29.7,29.6,0.0,15651971.0
2017-05-25,77,67.5,55,59,55.6,52,94,67.8,41,15,15,15,29.6,29.6,29.6,0.0,10915931.0
2017-05-26,77,67.0,59,59,54.6,48,94,66.7,36,18,18,18,29.6,29.5,29.5,0.0,9082144.0
2017-05-27,72,64.8,59,61,55.0,52,94,71.8,50,16,16,16,29.6,29.6,29.5,0.0,4500189.0
2017-05-28,66,62.6,59,59,54.6,50,94,75.3,63,20,20,20,29.7,29.7,29.6,0.0,408793.0
2017-05-29,70,65.8,63,55,52.3,50,73,61.5,52,22,22,22,29.7,29.6,29.6,0.0,10264237.0
2017-05-30,77,69.3,61,55,52.1,50,68,54.6,41,14,14,14,29.8,29.7,29.6,0.0,15341432.0
2017-05-31,82,71.6,59,55,52.2,48,77,52.3,32,16,16,16,29.8,29.7,29.7,0.0,21198949.0
2017-06-01,86,73.8,59,59,54.4,50,88,53.9,29,10,10,10,29.7,29.7,29.7,0.0,30272875.0
2017-06-02,86,75.3,61,63,57.1,52,82,56.3,33,10,10,10,29.7,29.7,29.6,0.0,24329653.0
2017-06-03,84,73.9,63,61,57.3,50,88,58.3,32,9,9,9,29.6,29.6,29.5,0.0,17643807.0
2017-06-04,81,73.1,63,63,59.3,55,88,63.4,44,21,21,21,29.6,29.6,29.6,0.0,13678070.0
2017-06-05,79,70.7,61,61,57.5,55,88,64.8,47,16,16,16,29.6,29.6,29.6,0.0,15029438.0
2017-06-06,82,71.6,57,59,57.5,54,94,63.7,42,15,15,15,29.6,29.6,29.6,0.0,19531026.0
2017-06-07,84,74.2,64,63,56.7,52,77,56.2,33,12,12,12,29.7,29.6,29.6,0.0,20573252.0
2017-06-08,81,72.6,66,64,62.8,59,94,72.3,51,13,13,13,29.6,29.6,29.5,0.0,27897315.0
2017-06-09,79,73.3,64,66,55.7,50,94,56.4,36,17,17,17,29.7,29.6,29.6,0.0,17367420.0
2017-06-10,81,71.9,61,59,55.4,50,82,57.6,34,10,10,10,29.7,29.7,29.6,0.0,14141505.0
2017-06-11,77,68.5,61,61,57.9,55,88,69.8,50,22,22,22,29.6,29.6,29.6,0.0,13443130.0
2017-06-12,79,73.2,66,57,50.9,46,73,47.2,32,28,28,28,29.6,29.6,29.6,0.0,9607767.0
2017-06-13,84,75.9,68,57,53.5,50,64,46.0,35,23,23,23,29.6,29.6,29.5,0.0,13209726.0
2017-06-14,91,78.9,63,59,54.1,50,77,44.7,26,10,10,10,29.6,29.6,29.5,0.0,13325691.0
2017-06-15,86,77.1,64,63,59.6,54,83,56.2,40,13,13,13,29.6,29.6,29.6,0.0,16081594.0
2017-06-16,86,75.3,68,68,63.6,61,94,68.4,43,17,17,17,29.6,29.6,29.6,0.0,26677857.0
2017-06-17,86,74.5,66,72,63.8,55,100,72.2,43,13,13,13,29.6,29.5,29.4,0.0,12112699.0
2017-06-18,68,65.7,61,66,60.3,55,94,83.1,64,12,12,12,29.6,29.5,29.5,0.0,8807218.0
2017-06-19,77,69.5,61,57,52.6,48,82,56.3,38,18,18,18,29.7,29.6,29.6,0.0,12078169.0
2017-06-20,84,73.9,63,55,51.4,48,68,46.9,28,17,17,17,29.7,29.7,29.6,0.0,13998861.0
2017-06-21,84,75.0,63,59,54.4,52,73,49.9,35,15,15,15,29.7,29.6,29.6,0.0,15291201.0
2017-06-22,91,77.7,63,61,54.0,45,82,48.9,21,10,10,10,29.7,29.6,29.6,0.0,26537456.0
2017-06-23,93,80.7,63,59,52.6,45,77,41.5,20,12,12,12,29.7,29.7,29.6,0.0,28564131.0
2017-06-24,93,82.4,64,63,56.1,48,73,42.5,26,14,14,14,29.6,29.6,29.6,0.0,14220089.0
2017-06-25,93,82.3,68,63,60.4,57,78,49.5,31,16,16,16,29.6,29.6,29.6,0.0,16807655.0
2017-06-26,93,82.4,70,64,59.9,54,78,49.4,28,14,14,14,29.6,29.5,29.5,0.0,34747062.0
2017-06-27,95,83.2,68,61,57.2,52,78,43.7,26,12,12,12,29.6,29.5,29.5,0.0,35869444.0
2017-06-28,95,84.5,70,64,58.7,54,68,43.6,25,12,12,12,29.6,29.5,29.5,0.0,35019187.0
2017-06-29,100,87.0,72,61,58.6,55,64,40.5,24,14,14,14,29.6,29.5,29.5,0.0,31330068.0
2017-06-30,108,89.6,72,64,55.8,48,73,36.4,14,10,10,10,29.6,29.5,29.5,0.0,34485583.0
2017-07-01,104,90.5,75,61,54.0,46,53,31.5,15,13,13,13,29.6,29.5,29.4,0.0,27727672.0
2017-07-02,108,90.6,72,66,56.1,46,60,35.3,13,12,12,12,29.4,29.4,29.3,0.0,18849869.0
2017-07-03,95,86.9,75,64,54.3,46,65,34.6,19,14,14,14,29.5,29.3,29.3,0.0,17746634.0
2017-07-04,84,78.6,73,61,55.7,50,65,45.3,34,26,26,26,29.7,29.6,29.5,0.0,10342535.0
2017-07-05,84,77.7,72,61,50.3,45,65,40.1,25,31,31,31,29.7,29.7,29.6,0.0,37771.0
2017-07-06,88,80.4,73,54,45.0,39,47,30.0,18,32,32,32,29.7,29.6,29.6,0.0,571082.0
2017-07-07,91,81.7,73,55,51.0,45,47,34.8,26,23,23,23,29.7,29.7,29.6,0.0,8752.0
2017-07-08,86,79.1,73,61,55.7,52,57,44.9,35,21,21,21,29.6,29.6,29.6,0.0,5752.0
2017-07-09,91,81.0,68,63,56.9,54,68,45.9,29,20,20,20,29.6,29.6,29.6,0.0,10456.0
2017-07-10,95,84.5,70,57,53.4,45,60,36.0,23,24,24,24,29.6,29.6,29.6,0.0,3996660.0
2017-07-11,91,85.1,77,55,50.6,45,47,30.9,23,22,22,22,29.7,29.6,29.6,0.0,17584934.0
2017-07-12,97,85.1,70,64,56.8,55,64,39.7,26,12,12,12,29.6,29.6,29.5,0.0,26557220.0
2017-07-13,97,84.7,72,64,60.6,55,69,46.5,28,20,20,20,29.5,29.4,29.4,0.0,34622517.0
2017-07-14,90,82.8,72,64,60.5,55,65,47.5,36,24,24,24,29.5,29.4,29.4,0.0,33826677.0
2017-07-15,86,80.2,73,66,61.8,59,69,53.6,42,26,26,26,29.5,29.4,29.4,0.0,15011298.0
2017-07-16,82,77.6,73,61,57.0,54,61,49.4,39,31,31,31,29.5,29.5,29.4,0.0,7213217.0
2017-07-17,79,72.2,66,63,58.9,54,78,63.5,53,23,23,23,29.6,29.5,29.4,0.0,5068986.0
2017-07-18,81,73.4,68,61,57.1,50,73,57.6,42,24,24,24,29.7,29.7,29.6,0.0,51410.0
2017-07-19,84,78.0,70,54,50.8,46,53,39.5,28,26,26,26,29.7,29.7,29.6,0.0,46635.0
2017-07-20,88,80.4,75,52,48.9,43,41,33.7,23,28,28,28,29.6,29.6,29.5,0.0,61953.0
2017-07-21,88,82.1,77,54,48.9,43,44,31.8,22,26,26,26,29.6,29.6,29.5,0.0,107656.0
2017-07-22,90,83.4,77,54,50.5,43,41,32.1,25,25,25,25,29.7,29.6,29.6,0.0,7107203.0
2017-07-23,95,85.7,72,57,50.6,45,47,30.4,22,20,20,20,29.7,29.6,29.6,0.0,13371026.0
2017-07-24,97,84.7,70,61,54.7,52,64,37.8,23,17,17,17,29.6,29.5,29.4,0.0,35596229.0
2017-07-25,100,87.8,73,63,55.3,48,57,34.8,17,18,18,18,29.4,29.3,29.3,0.0,32034934.0
2017-07-26,97,81.9,70,72,60.5,43,89,53.1,16,17,17,17,29.3,29.3,29.3,0.0,24696071.0
2017-07-27,88,78.2,70,72,59.1,50,89,55.4,27,21,21,21,29.4,29.3,29.3,0.0,9657670.0
2017-07-28,88,76.5,63,64,59.9,52,94,60.1,31,13,13,13,29.6,29.5,29.4,0.0,12803988.0
2017-07-29,90,78.3,64,64,58.4,54,83,53.6,31,14,14,14,29.7,29.7,29.6,0.0,13995330.0
2017-07-30,91,80.7,64,61,54.3,50,73,43.1,27,21,21,21,29.7,29.6,29.6,0.0,12075512.0
2017-07-31,88,82.3,77,59,53.3,48,51,37.1,28,31,31,31,29.6,29.6,29.6,0.0,12875627.0
2017-08-01,84,80.2,75,61,54.5,48,57,41.3,33,35,35,35,29.7,29.6,29.6,0.0,11108838.0
2017-08-02,88,82.1,75,57,53.2,50,50,37.3,27,31,31,31,29.7,29.6,29.6,0.0,11223390.0
2017-08-03,93,86.3,79,57,52.3,48,47,31.9,23,30,30,30,29.6,29.6,29.5,0.0,15751769.0
2017-08-04,97,88.2,81,57,53.0,46,37,30.2,19,26,26,26,29.6,29.5,29.5,0.0,15815028.0
2017-08-05,99,91.0,82,59,53.4,48,39,28.1,20,24,24,24,29.5,29.5,29.5,0.0,21046452.0
2017-08-06,99,90.3,79,59,54.3,52,51,29.9,21,21,21,21,29.5,29.5,29.5,0.0,29113519.0
2017-08-07,97,90.6,82,64,55.9,52,46,31.3,23,22,22,22,29.6,29.5,29.5,0.0,34814496.0
2017-08-08,97,88.1,81,66,61.5,57,54,41.2,28,28,28,28,29.6,29.6,29.5,0.0,31964303.0
2017-08-09,88,85.2,81,66,62.6,59,61,46.9,40,30,30,30,29.6,29.6,29.6,0.0,24944962.0
2017-08-10,93,87.4,82,61,54.0,48,45,32.4,23,35,35,35,29.6,29.6,29.5,0.0,33745525.0
2017-08-11,91,86.2,81,61,57.2,52,45,37.5,31,24,24,24,29.6,29.5,29.5,0.0,35074689.0
2017-08-12,97,87.0,77,59,53.0,45,47,32.2,17,13,13,13,29.5,29.5,29.4,0.0,28746572.0
2017-08-13,91,83.9,75,64,51.6,41,61,34.8,18,15,15,15,29.5,29.4,29.4,0.0,18988435.0
2017-08-14,88,79.7,72,63,56.8,52,64,46.2,33,20,20,20,29.6,29.6,29.5,0.0,17338146.0
2017-08-15,86,79.7,72,61,56.8,52,64,45.8,37,25,25,25,29.7,29.6,29.6,0.0,12988105.0
2017-08-16,90,83.4,75,64,55.2,50,58,39.1,26,25,25,25,29.6,29.6,29.5,0.0,13855348.0
2017-08-17,90,84.3,75,63,52.7,45,61,35.9,21,31,31,31,29.6,29.5,29.5,0.0,21995136.0
2017-08-18,91,85.2,81,54,48.0,45,37,27.9,20,30,30,30,29.6,29.6,29.5,0.0,26831427.0
